	2024-04-O-s0	2024-04-O-s1	2024-04-O-s4	2024-04-O-s8	2024-05-O-s1	2024-05-O-s4	2024-06-O-s1	2024-06-O-s4	2024-06-O-s8	2024-07-O-s1	2024-07-O-s4	2024-07-O-s8	2024-08-O-s1	2024-08-O-s4	2024-09-O-s1	2024-09-O-s4	2024-10-O-s1	2024-11-O-s0	2024-11-O-s1	2024-11-O-s4	2024-11-O-s8	2024-12-O-s1	2025-01-O-s1	2025-02-O-s1	2025-03-O-s1	2025-03-O-s4	2025-03-O-s8	2025-04-O-s4	2025-05-O-s1	2025-05-O-s4	2025-05-O-s8	2025-07-O-s4	2025-10-O-s4	2025-12-O-s4	2025-12-O-s8	2026-01-O-s4	2026-01-O-s8	2026-02-O-s4	2026-02-O-s8	2024-07-I-hm	2024-07-I-mm	2024-07-I-og	2024-09-I-hm	2024-09-I-mm	2024-09-I-og	2024-11-I-hm	2024-11-I-mm	2024-11-I-og	2024-12-I-hm	2024-12-I-mm	2024-12-I-og	2025-01-I-hm	2025-01-I-og	2025-03-I-hm	2025-03-I-mm	2025-04-I-hm	2025-04-I-mm	2025-04-I-og	2025-05-I-hm	2025-05-I-mm	2025-05-I-og	2025-06-I-hm	2025-07-I-hm	2025-10-I-hm	2025-10-I-mm	2025-10-I-og	2025-12-I-hm	2024-06-M-s0	2024-10-M-s4	2024-11-M-s1	2024-11-M-s4	2024-11-M-s8	2025-01-M-s0	2025-02-M-s1	2025-02-M-s8	2025-03-M-s4	2025-04-M-s8	2025-05-M-s4	2025-06-M-s4	2025-07-M-s4	2025-09-M-s0	2025-10-M-s1
Branchiopoda	Metazoa:Crustaceans > Branchiopoda	0	0.0679632267102614	1.31928688188041	0	0	0	0	0	0	0.0533908539829889	0.0157453370081387	0.410794959650462	0	0	0.0263333394543944	0.102631520648723	0.00517135220021858	0.0113767796492227	0.218360458306986	0.196850186215571	0	0	0	1.7249775804415	0	0	0	0.0649181692244231	1.76575721719155	0.845585378410822	0	0.0717339883895623	0.00507429866345988	0.00286063921329733	0	0.00154502198960979	0.0045268639730494	0.0797081607217097	0	0.0129580756310954	0.148019425612743	0	0.0115800482352386	0.0125952742836341	0	0.0079439195188757	0	0.0509042690242299	0.00244129167015545	0.0198116399346687	0	0	0	0.0201433080276797	0.181156787085675	2.31700072868819	0.747308847717243	0.922833626403696	0	0.106452864849841	0	0.0102548336027327	0.00600760584551248	0.00196653682087148	0.00980147626937183	0.0100937500729366	0.00651160825116038	0	0	0	5.05491152605017	0	0	0	0	0.190681385360973	0.0862635566811189	0	0.0225632115594132	0.285805297994761	0.0478751470118034	0.0433007797858341
Chaetognatha	Metazoa:Arrow worms	0	0	0	0	0	0.0263772631255486	0	0	0	0	0.0537850175958296	0.190139011383931	0	0	0	1.79443323722962	0	0.0133282586585323	0.0024108693281799	0.139078882599666	3.94757495919905	2.98213196701488	0.0191474008001225	0.003589808737622	0.00261135507548793	0	0.0477046763480378	0.0176894169825184	0.00834831348749015	0.00153547235767396	0.0243731088398471	0.0037028127352481	1.55880825589969	7.74351097445522	0.071267103757815	0.034136858467086	0.0199484907266178	0	0.0054958068684266	0	0	0.0159548127568716	0.0182590605947675	0.00288977452283588	0	0.413697113054131	0.740894619945089	0.00259434821575835	0.0270005207931853	0.00387474940580837	0.118770436505694	0.0310007285459958	0.0155079286738716	0	0.00142659179938213	0	0	0	0	0	0	0.00120801794137631	0.0109053758927944	0.00250080188590433	0.389290120691274	0.0153560139792732	0.13019767876905	0	0.506045060363733	1.21956329918915	0.0803649618461198	0.0991037976877433	0.00570605208124318	0.239738472564509	0.052771895650062	0.0107952549041962	0.157263238471928	0.0132067774632722	0.00141430898092267	0	0	0.519526159593752
Chlorophyta	Eukaryota:Green algae	0.0893285226474451	0.359449595757811	0.0669084345408324	0.152312304122775	1.83622661918703	1.00159673481616	0.155646136983741	0.0137875369828762	0.130304174858408	0.218500708670077	0.482499281932975	0.323305813958559	0.263638852364151	0.484632249011858	0.294428321317902	0.270434044147593	0.232918519711827	0.883267548354271	1.85038412754795	1.20787306888702	0.89366731098538	0.526499097223777	0.731533532377229	1.734160608309	0.192896689998907	0.293992688834635	0.478520539494703	0.470279328061332	0.0717272539539003	0.239222147229984	0.242598985397633	0.518554671168457	0.596187419500167	1.0940571359768	1.07117005313522	0.418701064486836	0.487017469351889	0.0912854377584848	0.176007495236992	0.026700886074678	0.0329281715682133	0.0733184378903708	0.0722338457003607	0.198878547941969	0.236740809683936	1.51976454290907	1.56996516375895	1.56989683657768	1.74800787545974	1.02530337230795	1.88900571874559	1.22181557154064	1.80811281078096	0.766082851387571	0.897374626688641	0.615472885893186	0.15241145202945	0.133682454179228	0.673583728696278	0.460271349588952	0.231111554266161	0.367532854622414	1.07859045866707	1.44633771067701	1.17103790565121	0.857141335714423	2.22174776525238	0.142792766005287	0.0836164443147768	0.46673029144462	0.797700940962661	0.49247548978094	0.987360144237833	0.458833917818334	0.176387769443156	0.120501160205001	0.508851598405572	0.922816063484546	0.77693921262513	0.532389326861999	0.623441461339767	0.797545126900105
Ciliophora	Eukaryota:Ciliates	0	0	0	0	0	0	0	0	0	0	0	0.0676851751307013	0.370922735632791	0.709078149079693	0.377066109438738	0.280031194818524	0.106494604118639	0.0175677999788253	0.180306956824124	0.19524489140425	0.0432061784384849	0.0619819099411108	1.52264060480299	0.301042939217257	0.10666822266261	0.281620712225673	0.471907782275972	0.0807840120589405	0.223806194717826	0.377353597143657	0.27636985304552	0.0314142399368471	0.525035324879071	0.0979424512229045	0.143581360661229	0.387726709337294	0.179791150636563	0.122616696960551	0.176234766214874	0.30078407439762	0.537979803348027	0.150826507782022	0.403428382309114	0.0899861965371208	0.17681861347692	0.0370412766609119	0.0760996438229372	0.0552049158009698	0.222739317927362	0.215278526948986	0.157898010661371	0.395745495953758	0.208408957836066	0.260174263998541	0.272179910221532	0.34517694276789	0.329799398388373	0.0146309695340027	0.38282613843584	0.0271711249479313	0	0.398419054169495	0.495459987453911	0.20073108825432	0.373520327839819	0.0996416338796605	0.0693955842295335	0	0	0.0527136392571529	0.157395487307616	0.143396283188709	0.00361229390020921	0.0869514618538096	0.0048923288317968	0.0502815244774899	0.271828545233508	0.111397369292292	0.0401982259499102	0.0212773374712971	0.0135012624244081	0.235375075366271
Cnidaria	Metazoa:Cnidarians	0.00335272902052372	2.45179028035218	0.290778182646492	0	0.0298757986164351	0.0736367486886542	0	0	0	0.0254021438697015	0.0161721851606072	0.191230484719405	0.186615879952309	0	0.818695774805042	0.295387731843726	0	0.0147776604160208	0.560430080581392	2.59334656531361	0	0	0	0.338900029197394	0	0.0507962334875663	0.0248582246103034	0.0256535268247046	0.00869055148253723	0.00322337276836982	0	0.105663288499871	0.071672830247884	0	0.00447943549527963	0	0	0	0.00096231454952716	0	0	0	0	0	0	0	0	0	0.0357280207814583	0.0210761596897772	0	0	0.135210627801844	3.01282215863659	4.7442320434936	0	0	0	0	0	0	0.00349781957116963	0.0126233061386742	0	0.0437074848335873	0.426871460164609	0	0	4.14977926120713	1.21624321684551	0.0258818424423481	0.0642665068450232	0.028982695809681	0.00461302653115867	0	0	0	0	0	4.72330610819675	0	0.114435464285805
Copepoda	Metazoa:Crustaceans > Copepods	0.013971340670959	1.43279574463937	1.1686253271529	0.449710422257007	3.4107806659582	2.42357026701217	2.32286397716676	0.661079926972368	4.83192894187192	0.662842792534577	2.2837022171311	4.37808396726295	0.570698362602898	0.452696405257857	5.20276509105745	3.34672627392938	3.46570668433318	0.539190099014982	7.38266268572958	9.96184490176934	26.8493406264402	20.1501092843356	3.12606548428088	2.14510131618225	0.76366473014122	0.10624699675449	2.94389156805084	1.41285935618571	3.77352878495718	9.88326272424582	14.475739302152	3.51880687729978	39.4925220909776	4.89840165206825	11.4260586115377	2.71900464557384	27.3266689647762	4.59032853702612	4.23069796951779	1.73648653072624	1.81272491366442	2.87931404683913	4.35348804060655	2.41108258401078	3.99483647660058	27.2968324163266	6.99736844468307	4.49615942545477	0.410131296653926	0.220047166812142	5.97616558751319	0.909399246583988	0.674556626258241	0.653752868283656	1.45233604880152	0.505200397533334	1.65134717788469	3.30214682758732	0.270847799001668	5.9052178675945	4.75821866630771	0.501667209720605	0.77081440965084	0.714531313552132	1.32654904930881	0.409358503158402	0.294512675747824	1.69101611030866	0.399923111175743	8.24154809720708	46.9389736458037	8.56402543028413	0.453858887451735	9.35717783203615	12.1964518396991	5.99807423554593	20.3182617872759	4.42138586309	3.30103637236426	1.29336884951646	7.00917568478922	6.08624971389768
Coscinodiscophyceae	Eukaryota:Centric diatoms	0.0239383942605904	1.76915527190153	1.22416991376947	3.0622982930914	2.97439824812497	5.3363502264241	1.73654048649207	0.789245319159413	0.30680728843562	0.0947073877313151	0.318500615609394	0.128743622199491	0.00723464720042194	0.0839285094560375	0.654329355631242	0.113177010450452	0.599637070132906	0.104389366814024	0.371175715219847	0.480992737047915	1.46928301495734	0.118666599915196	0.457628819278435	0.650320198973584	2.68530050573535	0.815582470325796	3.03734646027796	1.44633480764953	0.813905869257722	0.429018414564431	0.453842910180598	0.454257388860628	0.378190609772334	1.33237168973025	0.683778054080259	1.03193492017262	1.18583574507676	0.180654414489182	0.37040430108004	0.542194072616374	0.145832712944424	0.418115275241929	1.65964224440816	0.973013335887141	0.898617777902021	2.77637089512329	2.5453825047829	2.38252876065126	0.597935803397618	0.0905838879865292	0.729453145595942	0.987099215844092	0.644119584380882	1.36478447255431	1.56791386233257	1.67970338105657	0.900535974038492	0.587098265366495	0.713972184260053	0.239429129887782	0.0960654227583491	0.633315133309872	0.711328737418752	0.939000727155892	0.905118815575818	1.3017593240256	0.365828367588374	0.0204638621467414	0.084313661256313	0.224562649864099	0.203288391431252	0.176228189072622	8.92430187415003	0.593106783709445	0.334192480602099	0.685162300980893	0.469163822769333	0.593020088926111	0.90239293096866	0.72813132924261	0.352637180340024	1.15549787397036
Crustacea	Metazoa:Crustaceans > others	0.017419147659735	0.0268075526247746	0.0200637260592669	0.0135263451670438	0.123137176902281	0.100257645434456	0.0534786019299542	0.0868748625825168	0.0588010895248186	0.00753183803287669	0.0439240318536792	1.92894261428479	0.000499132010890342	0.00105768161420537	0.0109276708517186	0.00189571133440208	0.00652990302158609	0.410056379079502	0.0202033298283964	0.0042324018243121	0.00827696901208654	0.00686815304993958	0.0304457498185365	0.50984130530256	0.180909940889697	0.685613722335923	0.0829730657747495	4.31539710464701	0.025492366250186	0.026275390848925	0.0188604201091124	0.00611289859384474	8.678958781206	0.0147074603908087	0.00722459686348676	0.0213610937681304	0.0113643692117778	0.024250377888689	15.3887265470448	0.0301197489222347	0.0119878742792922	0.0176444360450409	0.0704215282779508	0.0239752397839754	0.00941049581390879	0.0174529504430646	0.0164186125524526	0.195249044796832	0.031091493789523	0.0280814130385963	0.0303327420671276	0.0531559092677176	0.128553379756756	0.122452849114054	0.101708363937715	0.108289209247753	0.111987292893974	0.0819376900543772	0.114667975731301	0.0217073683776421	0.0148676909423761	0.0870440602894421	0.0191929477037507	0.027105137017285	0.0117343660328885	0.0446412927097906	0.0279111019064163	1.86397358733459	6.29297971326614e-05	0.00686051868647498	0.00790103296071754	0.010192943178445	0.0232469844604002	0.010401729011569	0.00562673571633074	0.00543442244495157	0.00587072127988077	0.00814521719932138	0.00938271891704115	0.00201634050616245	0.20512445182424	3.45128809393067
Cryptophyceae	Eukaryota:Cryptomonads	0.0040513616537674	0.00798851095386331	0.0181037254729661	0.00559369202686533	0.00268229425465515	0.000270796308105735	0.00796141041939256	0.00464813847038779	0.010715436786986	0.00393069592412872	0.00515540356118567	0.0117353838093666	0.00170057841848431	0.000618116282188745	0.00990101667221166	0.00740563054375538	0.00511793030503996	0.0945261760927505	0.0100885123534087	0.0121874705716243	0.0816474672566626	0.0111771534136136	0.0377299771986788	0.171332153989152	0.0624706921910734	0.0724905328289438	0.110156655124598	0.00882294530261196	0.015617372081472	0.00366516240387256	0.0157936286324577	0.031956757954957	0.0350603276746521	0.0378058928546353	0.0303654139572811	0.0229780978065634	0.0212021089819923	0.00444785841701021	0.00325383526816504	0.327199214477851	0.0973204572256394	0.200383952729465	0.0163870933742803	0.00405510556084336	0.00185454013241716	0.0953195042479591	0.0396232036913015	0.0716096234914761	0.750480946902241	0.415483136406243	0.281643778645134	0.520776656248182	0.24009747233077	0.0830273577976599	0.0392903550821564	0.138446362602154	0.0324567522827795	0.0103082987432115	0.703562196030975	0.0218216210133053	0.000879733328981004	0.247980776891822	0.122110523178351	0.494216668610698	0.7732297676063	0.257353137103162	0.726652850601196	0.0113253997694647	0.000991431338869188	0.0407050610751027	0.0931528181325818	0.0749836668575839	0.110944102161468	0.0261013933739043	0.00996671005371166	0.000938858481431345	0.125284295936018	0.100879747768792	0.26593960372408	0.16861564247171	0.0560371108075943	0.0520660610729177
Ctenophora	Metazoa:Comb jellies	0	0	0	0	0	0.00085674756194299	0	0	0.00139483750091709	5.24907409656242e-06	0	0	0	0	0.000143169992892958	0.00148579289328862	0.0116928396379928	1.78523781641463e-05	1.17809295756525e-05	0.00043990387301741	0.000295174675694808	6.13969713806699e-05	0	0	1.16657301179113e-05	0	0	6.7988622634844e-05	7.46522301993916e-06	2.43939998755799e-06	9.60151350673451e-06	3.29080357631341e-05	6.77646430800106e-05	2.34629397129985e-05	7.92045924013436e-06	0	3.47783089978572e-06	5.60014255474983e-05	2.01211663294746e-05	5.6360966117981e-05	1.0695608450046e-05	0	0.000828078721498831	0.000263949741151416	4.29733324777237e-05	0.000135672541079856	0.000570830335764117	0	0	0	9.31433532960495e-05	3.45577139190384e-06	0	0	1.19313759070904e-06	0	0	0	0	0	0	1.38369930964993e-06	7.40073297269109e-06	5.51521505940765e-05	6.29045920971021e-06	8.93483800237276e-05	1.46321719377693e-06	0	0.000155757498531776	0.018974482901437	0.00267725473774626	0.0341703393264553	0	0	2.09421059229021e-05	0	2.83769659683989e-06	1.71328725910391e-05	1.09984394118679e-05	8.76212533937804e-05	4.50585409999374e-06	0.482241920524442
Cyanobacteriota	Bacteria:Cyanobacteriota	0.0791027555154046	0.00178235934936993	0.00563228797087107	0.00152074958880449	0.125756972885166	0.0105894404210168	0.00506806778271523	0.000359013564913634	0.0164774153403576	0.0208125906849381	0.167349806449768	0.133384865876032	0.00955272498330498	0.053283028472167	0.124615754322124	0.691151783047484	0.708506567199484	0.0795678419170261	0.0564501811448063	0.261633122605003	0.0947894583392865	0.00876516984920691	0.00916908577429123	0.00969580823605722	0.00164705359314824	0.00155902976929648	0.00302186505793658	0.00173820793300874	0.000711074311761465	0.000834204986365486	0.00125214513218412	0.315040060995892	0.0908580312616266	0.0162450354895534	0.0203875692117248	0.0260281907426533	0.0202975133400082	0.00112648048215623	0.0024569774557602	0.00591360195519338	0.0284565488433283	0.00844818469305671	0.115877359697022	0.494905457652893	0.581780772562473	0.081508623632535	0.0473928021943561	0.0574794533143263	0.0658373062879622	0.104445004059363	0.0821015233568399	0.00590694450044448	0.0509410265280595	0.00242911006429107	0.00355136537604485	0.00108026703598168	0.00827755787490027	0.000866814998826606	0.0127576663612784	0.0103374018391929	0.00574620854966988	0.0235875257003018	0.251810434221023	0.26744599950629	0.433916700542837	0.813319681956867	0.0827909927878946	0.0991111215025757	0.0693712899727109	0.070121683672071	0.318644071336591	0.16642823631501	0.00981339361964497	0.0171306562574267	0.00581511021895951	0.0105068743950017	0.0174497062497325	0.00729281741948338	0.094402715162693	0.218844383878156	0.161835730365281	0.14982138140729
Dictyochophyceae	Eukaryota:Dictyochophyceae	0.000507385853266535	0.0409892798086853	0.015312557321842	0.0342351633502648	0.00680902162234482	0.0236752060728121	0.0109177823551231	0	0.00625567479049309	0.00778864682462593	0.00903040617516124	0.000464856072871392	0	0.00231983382307647	0.0787842882391078	0.00365921544569525	0.00623456518711846	0.0231562992898196	0.100418991185061	0.00340129788137804	0.16441143408476	0.00608446934552892	0.173071912674685	0.396093994345626	0.751035170914651	0.847791470029405	0.335098639519396	0.0682002310455247	0.0342436958160285	0.0125632058871143	0.0227246273795938	0.0533128524000385	0.0508211721404431	0.18191230098491	0.184454374727845	0.0333499010262335	0.0917093635914545	0.000881907033111131	0.00385400272350464	0.0229535975265002	0.0261871458412294	0.00440766265918699	0.00215255453818527	0.00664597748251359	0.00399093512361924	0.149602784748095	0.0543957351875004	0.0733439483544738	0.610525331556442	0.107723617353739	0.42239488629117	0.873608023544733	0.367972459140351	0.230713978437812	0.237739952866818	0.718113420515651	0.245245049241186	0.0342454445760473	0.401534821951505	0.164645782820262	0.00048263315535082	0.119674023459146	0.0871069476449751	0.0752248850828587	0.0526441436519997	0.052645462105326	0.225474224238665	0.0171214852180275	0.00354785769009605	0.181895111614301	0.324898177413535	0.232103409984701	0.174620935153056	0.543362089084067	0.16719339672085	0.0453320787608816	0.0630495957116245	0.115498019728145	0.314267729988357	0.0508559112088051	0.00970247903985267	0.047320655227955
Dinophyceae	Eukaryota:Dinoflagellates	0.00326407684077389	8.96568991659755	7.34097980106192	3.97187324147087	1.05976372786543	0.964729187301922	0.662017085429936	4.54846893173372	1.64182729372764	10.5524860462214	8.08666881366618	4.00935892256113	4.31025959252856	1.94571888884293	0.539376797415489	0.526523368637476	0.890453667743723	0.0799487005138164	0.463037332898767	0.511391310422194	1.09867179562313	0.276577408341567	0.899079786421639	2.20010316346929	11.219891137789	17.8815015133818	3.43763099417765	3.28686651704205	2.95469667471811	2.98516120309487	7.32681987340562	0.270636474736304	0.430106627297883	0.985101846320056	0.789673867637957	3.08973157510929	1.42362166541303	15.3366938866312	3.9521111924968	1.20616057507073	0.854905014632669	1.26021468524362	0.161984772834619	0.123982567569833	0.166967125092431	1.76220656292065	4.86992138971039	3.04668978321485	1.62237455510779	0.0998345490825711	1.96978783575206	3.25675236769293	0.742754543603403	1.42826691817323	4.40768513548828	5.55006325697621	2.19305564850288	2.3128089280057	1.87147059828935	4.36170438127374	5.38438351533191	0.533168468454038	2.44248292478245	1.03737087068975	0.988541099701843	0.743036951270924	0.188766542825004	0.0596472777145733	0.471845084497942	0.248747178556302	0.220267228119793	0.25708334564847	0.390576932239519	0.306921475813108	0.409754890859699	2.4447210414901	1.38431481774667	6.23502182831441	2.86225484406965	4.63273997325033	0.393709652366529	0.332522629102464
Echinodermata	Metazoa:Echinoderms	0.00025323147521356	0.00281230500991107	0.128507036939122	0.327960724428041	0.00681623935486828	0.00181010685804984	0.00499865045668877	0.00047820773395192	0.13015288145237	0.00475437984648786	0.00924330940114765	0.00358796802256792	0.0778268114313233	0.0257080716117989	0.00357229366812782	0.0195710553822922	0.0135149467090875	0.00597376135296711	0.0100137562859955	0.454660388348335	0.00993944405522378	0.00915488475756913	0.0423799258709125	0.033270797813221	0.0262322649738022	0.0374228342585566	0.0163797889067343	0.0172289095449739	0.00864506692512199	0.0226990208556456	0.00721065812232286	0.159791471804029	0.74572744800485	0.00387312411727019	0.00452088928925994	0.0183022044554946	0.00285240781377036	0.0282610309164144	0.00222248670300817	0.00234969780724333	0.0009282885255562	0.000175066225712305	0.00601919558942065	0.00635462411934227	0.0061353802779268	0.0151802780428479	0.0118337500478593	0.00817584144029375	0.00715223976407603	0.00907925879024262	0.0142890827377337	0.174987356121384	0.0256798404319154	0.00616083222235555	0.0372791379237345	0.00369402352595994	0.00476754190009756	0.00393375023783913	0.00294533764230711	0.00279617995181119	5.40734895436664e-05	0.00599959218281207	0.00741855532994323	0.0139133355807148	0.0252874746406642	0.0100308296337103	0.00946467661856346	0.000990980117037629	0.00859682288919789	0.00890837792531562	0.0183238150338818	0.00916281937677743	0.00932069712277835	0.00678181123651891	0.00520195975182448	0.00450405408265653	0.00385295551716859	0.00216957537082074	0.00324399689276959	0.11190503927525	0.000438680672151684	0.463223935768625
Euglenozoa	Eukaryota:Euglenozoa	0.091215808006598	0	0.0112313075291637	0.0185933752855772	0	0	0.00156642584028432	0	0	0	0.0490483398291105	0.0176778916414423	0	0.00261824596997494	0.0442927273123427	0.00072046524724392	0.0219602648948267	0.0645220670839302	0.00950697363829953	0.000314180995869951	0.00608935725663794	0.00561922750858604	0.0258552573433462	0.113563866607681	0.00524419018195419	0	0.0048771296906413	0.337041638716622	0.0167568849353433	0.0816515642876754	0.0352910112881618	0.0329203414028051	0.043082032112145	0.0969835696956856	0.0494144538599824	0.0626640335259141	0.0326779103069637	0.000211860151263495	0.00104106520262972	0.0189270619696097	0.00935530489531336	0.00351511102935623	0	0	0.00303738585855696	0.0146194341468839	0.0132326425182417	0.0061216040042254	0.123563155089204	0.0652696481375837	0.133552994955923	0.0240546576680576	0.12089324288022	0.0723031551617238	0.0516814501448558	0.18389478500867	0.0555462766679954	0.0689110140032148	0.0578346859762366	0.0375306175881887	0.00623179323285239	0.0151407161979951	0	0.195979460392815	0.154977861333172	0.0537320794045802	0.00119997308141544	0.0680946893680955	0	0.180431940946686	0.257319854038488	0.247130749241287	0.0366258348879985	0.0185854684346792	0.0156450803105934	0	0.0140936121142545	0.00152146935917083	0.0299453636907867	0.00728209638030294	0.0199864037724266	0.0444092087786789
Eukaryota	Eukaryota:other Eukaryota	0.0240047000436965	0	0	0	0.787556306394903	0.202940605373732	0.0121700783178819	0	0.000904705612805389	0	0.00400014191609733	0.00108337240594935	0	0	0	0	0	0.182195052210967	0.00950059656287025	0.0081384249421109	0.082927924659343	0.0428577493682769	0.038470951827871	0.0111342086073674	3.21840862011341	0.775595348020711	0.248351708000541	0.434266404550079	0.095121709851191	0	0.10308178491999	0.053162399568756	0.0109296129444796	0.0726062843817418	0.0780749669267946	0.044600304101982	0.0676444566212114	0	0.00196587174331825	0	0	0.000237738177639354	0	0.0283320417818623	0.0421447739290873	0.00741266611402683	0.0727389249794567	0.127303604265146	0.463210178157068	0.173149815734482	0.256361132142155	0.305126222656224	0.0785138954074476	0.301856740348491	0.67865549444321	0.259363893917761	0.120015842147256	0.130832454274415	0.0608967533625352	0.125664694098714	0.0986099868203215	0.835398802910042	0.0731869819147897	0.100863074795532	0.0693379424580731	0.11086678804346	0.239433225670873	0.0714475246076026	0.0368866074026465	0.049602061900227	0.115862219778444	0.108614185888375	0.0488929733281811	0.149890891731935	0.0793117810122855	0.0138401984158074	0.35185866895985	0.218816683872056	0.28611965658641	0.0226824517740988	0.140531143657748	0.0953698180782306
Fragilariophyceae	Eukaryota:Pennate diatoms, Araphid	0.00412296626215772	0.0930457296529915	0.0578483868596865	0.182361676577791	0.850372914968592	1.33933719979794	0.0589996085490401	0.0027349962715664	0.0200373140499818	0.0300494617431836	0.0601077278454235	0.0211939488659673	0.0114636350999484	0.0266144321901323	0.167356876482221	0.0251401435131324	0.757267149486047	0.0447558631843941	0.411584235383598	0.0736321881039879	0.180528951809442	0.0273699577893941	0.0911682027765847	0.197253219537582	1.56952456299743	0.464888265418848	2.98556982964597	1.64412249652108	0.591205110747418	0.180406461255712	0.451136664177958	0.0418698205747062	0.332772300615082	1.45752293605495	1.75476536013548	30.8457866555906	45.6020851201395	0.0164294281177908	5.88002244127218	0.0793759555741712	0.0319379084285022	0.099091024794733	0.789261837337731	0.148164120227928	0.146296297335214	0.41461712691612	0.459048057484715	0.494500234708408	0.678926845947048	0.119723410917044	0.662362683232784	0.224118956804628	0.231069410527247	1.26464583111724	0.579969906711289	1.61137315663288	0.673077977554396	0.41773074013861	0.364490884590501	0.161708960997351	0.00923634457624357	0.332482286668729	6.67218937045697	2.15719363032911	1.77639649443517	1.74146878672599	3.10744255313214	5.27430039607284	0.113109392257006	0.480072030122852	0.62269885344937	0.626509482548695	1.29608862143086	0.154667766808236	0.0780231449343411	0.124370815212518	0.100604204906947	0.111311386844845	0.174662937857602	0.17332161198635	0.908807184744508	2.20405199485312
Fungi	Eukaryota:Fungi	0.00298010130998348	0	0.0277270903342768	0.0348682329147595	0.104876303679905	0.141718278836736	0.152694854477028	0	0	0	0	0	0	0	0.0112885923878793	0	0	0	0.0727458455796954	0	0.0158241838604038	0	0	0	0	0	0.0167644145645725	0.0132394863817801	0.37046007175026	0.206585284999797	0.161655977355279	0	6.32072776422622e-05	0	0.000674243832623253	0	0	0	0	0.407678769752554	0	0.0685887251553925	0.0189051226776519	0	0.00529464677495315	0.00222017374523655	0	0.0210238026429214	0.00662926263253419	0	0.00096520248652907	0.0140345685714089	0.00842208762105031	0.111000424158652	0.0568001467357908	0.225635330029991	0.0363358904945071	0.0130303404415266	0.0538776301159398	0.0234200654686582	0.000546124372911756	0.0182696142444919	0.355724468558814	0.0848144816422321	0.0746849070454882	0.0652756622167233	0.0457485264236738	0.0312691324123638	0.00776075060789047	0.0132252058149337	0.0010058948809746	0	0	0	0	0	0	0	0.18473449646903	0.110328001690982	0.0383385880730456	0.135592283861414
Gammaproteobacteria	Bacteria:gamma-proteobacteria	13.8312064246152	1.93727664747279	0.529910962176774	1.11937186338142	1.20047599757597	1.03240338079828	1.50899134584395	2.32432345087727	0.569337315088701	0.121904909744455	0.4346382037357	0.350758706245812	0.0198101534585659	0.0436103953645569	1.31307535056286	0.553866402496658	0.781169824986414	1.80788016254488	0.586155214841737	0.391161517089877	0.321561034150888	0.166810261679693	0.937033773379775	1.80215548013302	0.324132868620545	0.755990065938846	0.628231715371589	0.400144153551049	0.16145356423729	0.182688743444033	0.117386039070238	0.121149805518383	0.177806155097386	0.226343929015268	0.138828691211629	0.625375321375507	0.386328925862031	0.198724185303868	0.127487118193396	0.476988055273586	0.632181483759397	0.477249847140669	1.30984113081866	1.61109665897637	1.60050804787387	0.464270759777693	0.508781434165186	0.956041594838574	1.20696051002304	1.79134347407885	1.59495457209699	1.50281590435105	1.67784278110726	1.56472845695053	1.03486834191372	0.926393713849318	1.25396119319257	0.907015939092949	1.53191483291341	0.553128288958626	0.348844216966132	4.83683846663176	0.998963155432979	0.63801510498713	0.752033728123191	0.948627054812271	1.96710202428736	6.81922242837723	0.00622733057665977	0.340568171291031	0.64893025942909	0.556540070582826	1.11200457695763	0.223228296852193	0.572698170475868	0.164723154219108	0.875478423874932	0.395360625506412	0.913297119388746	0.483554572814257	1.33320275234746	0.265534937305444
Haptista	Eukaryota:Haptista	0.0192918759031313	0.029303669532675	0.021406106586923	0.0282591850964548	0.0582299726942737	0.206602629663798	0.0356915852573678	0.0307162619840653	0.0162420823482778	0.0638053234372743	0.233153487349297	0.0249048074442717	0.0109612582709001	0.190959639045662	0.0919693353798399	0.0338197799026126	0.0509497006483708	0.184443244730385	0.113944301184726	0.114305224273594	0.184756069810359	0.051762816890163	0.198091897914685	0.582695755456253	0.185117766488876	0.592455607390835	0.303840604583121	0.096823960134907	0.0401504070559506	0.00992402684638623	0.0197070892004539	0.101930109222293	0.177981221178387	0.364256415647596	0.410530901443367	0.0783235753907653	0.101385897760323	0.00588472943226732	0.0383416288441874	0.0491071781381092	0.0196845317307793	0.00407673074364522	0.00930950660054085	0.0413772286903079	0.0398121381744915	0.14617272244013	0.095615113772377	0.149196863116596	0.41590242499165	0.227263743106191	0.339775780862125	0.872177149943643	0.889866761200557	0.22649004475777	0.289982125917189	0.189911391846837	0.0247409300203928	0.0197932701033576	0.529225092993946	0.222230756210696	0.0587503475379708	0.121516185607742	0.0168096221629288	0.190823952106704	0.169782654853648	0.172769291857744	0.63241111989555	0.0238772407638251	0.00918014337190793	0.217096607713758	0.483667929680633	0.465273441535291	0.364759764227066	0.106264237029276	0.0513486080634408	0.0125052177571276	0.596784744207261	0.280096176320366	1.26374985173659	0.133978354932473	0.0910745679217106	0.274395974332592
