2024-04-O-s0	2024-04-O-s1	2024-04-O-s4	2024-04-O-s8	2024-05-O-s1	2024-05-O-s4	2024-06-O-s1	2024-06-O-s4	2024-06-O-s8	2024-07-O-s1	2024-07-O-s4	2024-07-O-s8	2024-08-O-s1	2024-08-O-s4	2024-09-O-s1	2024-09-O-s4	2024-10-O-s1	2024-11-O-s0	2024-11-O-s1	2024-11-O-s4	2024-11-O-s8	2024-12-O-s1	2025-01-O-s1	2025-02-O-s1	2025-03-O-s1	2025-03-O-s4	2025-03-O-s8	2025-04-O-s4	2025-05-O-s1	2025-05-O-s4	2025-05-O-s8	2025-07-O-s4	2025-10-O-s4	2025-12-O-s4	2025-12-O-s8	2026-01-O-s4	2026-01-O-s8	2026-02-O-s4	2026-02-O-s8	2024-07-I-hm	2024-07-I-mm	2024-07-I-og	2024-09-I-hm	2024-09-I-mm	2024-09-I-og	2024-11-I-hm	2024-11-I-mm	2024-11-I-og	2024-12-I-hm	2024-12-I-mm	2024-12-I-og	2025-01-I-hm	2025-01-I-og	2025-03-I-hm	2025-03-I-mm	2025-04-I-hm	2025-04-I-mm	2025-04-I-og	2025-05-I-hm	2025-05-I-mm	2025-05-I-og	2025-06-I-hm	2025-07-I-hm	2025-10-I-hm	2025-10-I-mm	2025-10-I-og	2025-12-I-hm	2024-06-M-s0	2024-10-M-s4	2024-11-M-s1	2024-11-M-s4	2024-11-M-s8	2025-01-M-s0	2025-02-M-s1	2025-02-M-s8	2025-03-M-s4	2025-04-M-s8	2025-05-M-s4	2025-06-M-s4	2025-07-M-s4	2025-09-M-s0	2025-10-M-s1
Mnemiopsis	0	0	0	0	0	0.000225955043093901	0	0	0.000587628317180198	0	0	0	0	0	3.63882832125528e-05	0.000934164915781691	0.00608027400644511	0	0	0.000205829160890936	0.000234945674601877	3.50951448800433e-05	0	0	1.01193876194941e-05	0	0	6.7988622634844e-05	7.46522301993916e-06	2.43939998755799e-06	9.60151350673451e-06	3.29080357631341e-05	5.96036479345435e-05	1.55014282707257e-05	8.39973169454043e-07	0	2.27969939092454e-06	5.47790212703919e-05	1.52750187768815e-05	0	0	0	0.000828078721498831	0.000261384066619959	1.73578841686683e-05	5.0002322644584e-05	0.000570830335764117	0	0	0	3.65052301429542e-05	0	0	0	0	0	0	0	0	0	0	0	0	5.51521505940765e-05	2.38143592346512e-06	8.17204896341833e-05	0	0	0.000137278135740181	0.00999028409870415	0.00135487008168227	0.0180379673222111	0	0	0	0	2.83769659683989e-06	1.41799555406184e-05	9.72499055785709e-06	5.2128441661653e-05	0	0.245391856076806
Moritella	0.00050094323289715	0.0834127507198485	0.00131233919878159	0.0119515874505109	0.00222672340641796	0.000424572515678064	0.00512440508429986	0.0166226401822256	0.00371718235340267	0.00301194585363692	0	0.00224129362099746	0	0	0.00172015845777295	0.00161339906802134	0.00101206581140116	0.157563275855642	0.00206548723438878	0.006553623768679	0.0020464429109343	0	0.00424593253672763	0.00287773196658749	0.000367439785011449	0	0.00231120287568176	0.00128674817849143	0.00023804524391693	0	0.00214612310975673	0	0.000453691215982625	0.000887985819493009	0.000281110661423155	0.00168429219753746	5.96156228595273e-05	0.000197558564333148	0.000159876108783366	0	0	0	0.00598570352179567	0.00414948190597732	0.0062464156517	0.00580593655068196	0	0.000429486813665692	0.00193533203462567	0.000982403369102584	0.00192439045361468	0.000343970931430298	0.00178156348273929	0.00261528569948106	0.000451104385007899	0	0.000677291962699936	0	0.0040148082739995	0	0	0.00493997095370505	0	0.0131157801847724	0.00746384503160143	0.00945946958143362	0.00288376349053211	0.00586717698661683	0	0.000432469991796072	0.00107853715294721	0.00211050437475024	0.0177027588021388	0	0	0	0.000295222290320587	0	0	0	0.000580859772863727	0.000728843690262799
Muggiaea	0	0	0.290778182646492	0	0.0298757986164351	0.0736367486886542	0	0	0	0	0	0	0	0	0	0	0	0.00452777364795382	0.560430080581392	2.59334656531361	0	0	0	0	0	0	0	0	0	0	0	0.105663288499871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0437074848335873	0.423041208647934	0	0	0	1.21624321684551	0	0.0642665068450232	0	0	0	0	0	0	0	4.69329611690986	0	0
Mya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0208675000621769	0	0	0	0.00216284414174427	0	0	0	0	0	0.00407206861346229	0	0	0.00476023463778033	0.00329424210242226	0.00244006528587839	0	0	0.00520490364836675	0.00836498268937602	0	0.00210893494886397	0	0.00444796270364944	0	0	0	0	0	0	0	0.0072882878121608	0	0	0	0	0.000833369999144774	0	0.00333469884545154	0.00107577554441006	0.0143590211281106	0.00488173733712246	0.135422486276691	0.0361050526631613	0.00144222942223943	0	0	0.00400101494890944	0	0.00766234146515381	0.00175710181009666	0.00584635363110997	0	0	0.010928294642592	0	0	0.012176238745186	0	0	0.0161302564505753	0.00383352353112223	0	0.00707354378319443	0.00415715866906687	0.0226403583425141	0.00119319584687953	0.0745513079199834
Mycobacterium	0.235814401415299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00057961480899562	0.00751524017474322	0	0.00141024556290864	0	0.000729377059740055	0.00058571562470981	0.00050314395291752	0	0	0	0.000121288016905663	0	0	0	0	0	0.000169452873896573	0.000125869654315277	5.15456240344265e-05	0	0	2.70916505436238e-05	0	0	0	0	6.5505035261619e-05	0	0	0	0	0	0	0.000240222838052763	0	0	9.7373427539262e-05	0	0	0	0.00099330912076071	0	0	0	0	0	0.0006990892218999	0.000217159865865319	0.000246780853122073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000534136562740564	0.000277207838071396
Mycolicibacterium	0.286580784238342	5.69061563505037e-05	0	0	1.48357534029341e-05	2.90589710771005e-05	6.13557241508185e-06	0	0	0	0	0	0	0	2.89673239248323e-05	0	0.00349195026862611	0.0122336598355223	0.000109287922714655	1.21145929141635e-05	0.00113250372167407	2.89707265600451e-05	3.17547293512781e-05	8.96860879258906e-05	0	0	1.71472500239393e-05	7.80798749660163e-05	9.46411198076971e-07	4.55561876228918e-05	0.000431216534521896	3.86308172715639e-06	4.2747572834512e-06	0.000691302009605835	6.23664379310342e-05	6.55419219781646e-05	0.000104897540991923	1.99762075416651e-05	8.50196534589417e-05	0	0	0	0	0.00117315615723979	3.21108210042844e-05	1.6501755926193e-05	0	0.000166852985445084	0.00318741571844072	0.00111788813700992	0.00153395319386296	4.23197788640286e-05	3.0447144070735e-05	0.000143556253172169	0.000112846903022361	0.000209485472059083	0.000102223380080207	0.000110649411194928	7.83272964828035e-05	0.000387359936714694	0	0.000197307319751486	8.98523366027123e-05	6.40377025067893e-05	0.00092240767887349	0.00234937736872648	9.51742631369926e-05	5.1277156765684e-05	6.5768035765186e-05	0.000755640782816326	0.00239457297376511	0.00016293999240517	0.000142201907161498	1.68000747406916e-05	2.99275535488116e-05	1.52286703550055e-05	1.39808908975973e-05	5.61929846783241e-06	1.20670215311969e-05	6.70962969620559e-06	0.00358960968325199	0.000664077606987339
Mytilus	0.000269505350075578	0.0526391298146043	0.0115074828907356	0.00808326232534287	0.0705901892277091	0.0973700400891539	0.0942424914124693	0.00457406927271137	0.00567809685891303	0.00108850114936901	0.00479072678304566	0.00203855933942557	0.00311504956089949	0.00854251694505345	0.001265408966974	0.00120182051265032	0.000801208326387321	0.00380808084820745	0.00931440818054859	0.00101879913848604	0.00125422143556254	0.00201360747819777	0.00761895400796536	0.0149127856857731	0.0408267131952074	0.0186039783984152	0.0257945071552328	0.0258334458630623	0.0451067140092863	0.364223512501532	0.0854725023538023	0.00976556554128345	0.00121662716312244	0.041816766938849	0.00179525697184988	0.0126468176033521	0.0042850949615619	0.0353946834453759	0.00704236941690179	0.000800562571305048	0.00165385907987953	0.00153072570337357	0.000782351036330396	0.000763465160903554	0.000948731558065134	0.0421357455345598	0.0141076388277716	0.0285166338046663	0.00379688886425209	0.00237135450995685	0.0111182190219921	0.0153848648962188	0.00738719544492211	0.00734391718682455	0.0621697442814829	0.0121810393580325	0.00845400394931198	0.016838202823562	0.00935261631867096	0.0551528620332269	0.147546416396978	0.00720426441840136	0.0076976277124753	0.0132920015121242	0.0022725000091131	0.00369574891125628	0.00189356555047147	0.000513682720474968	0.000213219836489817	0.00163784636653388	0.00114677217581219	0.00120132607459742	0.00132943289088642	0.00959007164077661	0.00665399990195639	0.0156691582104272	0.036862925171357	0.00921109235654313	0.0142695325447349	0.00172725726915309	0.000976983326818056	0.000446694313245843
Myxine	0	0	0	0	0	0	0.0285701864304742	0	0	0	0	0	0	0	0	0	0	0.16716232699483	0	0	0	0	0	0.0027436751096385	0	0	0.00509726393020762	0	0.021830850858639	0.00564173488171775	0	0	0	0.00085148124053767	0	0.00146796018302901	0.00269376316716903	0	0.00130177536256586	0	0	0	0	0	0	0	0	0	0.00242778154554493	0	0	0	0	0	0.000925266732133585	0.00942997163827375	0.00213956446418251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0147168203291309	0	0	0.031005385605041	0.00365223189798073	0	0	0	0.000826745779946189	0.00069565126347685
Nannocalanus	0.00081162070404302	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00926446781066647	0.0464868710392803	0.0280154809896672	0.0671080335939017	0.00163301925867768	0.00331885757356125	0.00781231579110453	0.0206127812303106	0.00447890070438777	0.00225029906905591	0.00486477908190863	0.0124418436304058	0.00807033097683587	0.00924167572945033	0	0	0	0	0.0017244922706874	0.0687803631147815	0.0550171844352322	0.00612761963575487	0.0116633814239827	0	0.000813670625058327	0	0	0	0.00410069086322177	0.118978063243738	0.039332118824917	0	0	0.0134484516792293	0.0527922196422093	0.0931074591558343	0.017237089634636	0.0222771016766149	0.0113700701477368	0.0100124179902571	0.00035788124175135	0.00268602407863458	0.002416579096109	0	0.0231288124056222	0	0.0205105711306995	0.0161630063264295	0	0.037880168562093	0.0278038652208966	0.035001826475191	0.04119708689024	0	0	1.19750996871748	0.634202332307266	0.0341192815720017	0.06255401283437	0.0110742535593269	0.0215763067930015	0.0204613413491189	0	0	0.00337644678904777	0	0.00155613475045306	0.00314531254097852
Navicula	6.55563273565926e-05	0.00249267613600795	0.00350230668401878	0.000650194250680569	0.00214889282945564	0.00678050545697825	0.00562930247455406	0	0.00205422780338753	0.000361951562762931	0	0	0	0	0.00852330990297411	0.00261372767623396	0.0179998593890789	0.00341100090615887	0.0233076025478744	0.00307527857024801	0.014007594208941	0.00260998276480742	0.0138251386719609	0.00635323844544092	0.0263544548449096	0.0123917144540023	0.036449500964719	0.0171982393911207	0.00273846510270762	0.00218053341786397	0.00376871675373624	0.00185112997151764	0.00681255333529811	0.0625524159938379	0.0140087957618362	0.0659227120595193	0.0476371969311239	0.004033927646945	0.0112507279805935	0.00870073158228452	5.45287906953767e-05	0.00694460031897974	0.040927575473138	0.00547815051294187	0.00661121383131825	0.0293684799842532	0.0544632871678792	0.0475168916753309	0.029888868863554	0.0163222480060323	0.0413479028725624	0.0330095140054688	0.0428522703413467	0.0611508562544895	0.0330936319483353	0.0734303512275474	0.0500423319111117	0.0375106459530504	0.0388840129920591	0.0662812707703633	0.000592899556325247	0.0293902501908229	0.00795890275652928	0.0454017627322328	0.0525316755390019	0.106169298732255	0.0117175982250352	0.126246058891049	0.00210437931970383	0.0134712007051486	0.0177069773747379	0.0224304825381954	0.047819361428667	0.0116214821593125	0.0104253513009448	0.00534629633047048	0.0145388963103008	0.00319933693164779	0.00298510981726484	0.000853653773942597	0.0944964498346728	0.035356649562569
Neoarius	0	0	0	0	0	0	0	0.0143863849473265	0.000495343024558872	0.0152683678914653	0	0	0.00902867751846013	0	0	0	0.00189725128864523	0	0	0.000361030849532878	0	0	0	0.000743115131332207	0	0.00155884786719457	0	0	0	0	0	0	4.83450481187737e-05	0	0	0.000118732512032449	0.000237026321007721	0	0	0	0	0	0	0	0	0	0.00238168604115732	0	0	0	0	0	0	0.000272500319713219	0.000130719015257736	0	0	0	0.000397920703655673	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00080544039693174	0	0	0	0	0	0	0	0	0.103373011636529
Neodelphineis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0187588777008933	0	0	0	0	0	0	0	0	0	0.507261158185657	0.0682418653209763	0.061568158021266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0109821595037199	0.0145259913946992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.202207355330635
Nephroselmis	0	0	0	0	0.0119096673517893	0.00504732103673406	0	0	0	0.00683339851190108	0	0	0	0	0.000973971570363866	0	0	0.00936886462525604	0	0	0.00698838314246475	0.000679786970352273	0	0.00790798763555617	0.00766085513185039	0.00826809021932556	0.0311642413195189	0.0219832898451811	0.00147356629725648	0.00669704411855124	0.00967801568424703	0.000527239343594161	0.00181815008617712	0.0167809129961446	0.00606697598760002	0.00398332196778403	0.0067203436327036	0.00320683748491208	0.00122458184380453	0	0	0.000958599343922908	0	0.00343196149176377	0.000325812351585299	0	0	0.00904516330436874	0.0558418770847905	0.0197162804463814	0.0218346493282035	0.0307054156638129	0.0195307160036696	0.0536985710497526	0.0873453290621927	0.0178921295385829	0.00439313405108939	0.00163966059006335	0.0398940206680652	0.0304217562207092	0.00362003632904888	0.00401720294225731	0.00537777108499338	0.0222327612609011	0.0188507187721018	0.0223101644698838	0.113466000862922	0	0.00500451687036829	0.00317460942264376	0.00418199752047243	0.00722706152885394	0.00542230936019941	0.00860059276902065	0.0184310355755401	0.00333127164015746	0.118274453538999	0.013089791679403	0.0239382307890534	0.000155520049812933	0.0141915493770333	0.0468966074619638
Neptuniibacter	0.00610714392300714	0.00840159572466821	0	0.00203374207048744	0.00294509072872529	0.00355632121051646	0.020331483238913	0.00837127509394797	0.00353716181377008	0	0	0	0	0	0.0417287340808704	0	0.0466735988530603	0.0260768387637824	0.0149890860971374	0.00123676901779988	0.0019763860302684	0	0.0308153440213043	0.0314528571931899	0.00206662482334409	0	0.00535067615619763	0	0	0	0	0	0.00218063873187898	6.87585518874396e-05	0	0.00064002931391646	0.000320853141206242	0.000350052514662697	0	0.00751260214809839	0.00534839727852286	0.00975960688259918	0.0103798332320549	0.01851482686427	0.023978731749561	0	0	0.0219813592171137	0.00171798957599644	0	0.00497061666758308	0	0.000476280228125629	0.00607242485744346	0.00283977470535044	0.0296882504993248	0.00598285703831649	0.00539851031124693	0.000459484323231533	0	0	0.0155778040540704	0	0.0016083352161072	0.00371035921480405	0.00681489425582427	0.00379831338408354	0.021402294338584	0	0.0016289136313519	0	0	0.00367970164504358	0	0	0.00290458177233356	0.000229253009358906	0	0	0	0.0724507055932131	0.00477914526312676
Neptunomonas	0.00156978103198062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00781572079286856	0.00342237381419212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00455782700873014	0.00236020461924696	0	0	0.00111982738007956	0.00377648750841574	0	0	0	0.00531747566937748	0	0	0	0	0	0.00153783796627356	0.0046103970205033	0.0024559052120439	0	0	0	0	0.00335446939731903	0	0	0	0.000788334416212392	0.00107993051330434	0.000590697120534818	0	0	0	0	0	0	0	0	0	0	0	0	0.0516003871037852	0.00123348854288087
Nereida	0.00196674570333734	0.0199159406833565	0.0131191331081581	0.0192143606504943	0.0165117910832272	0.0105499416691693	0.0151745908757304	0.0036354907279164	0.0106281624853702	0.00250835368693464	0.0127888556298723	0.0053445669903589	0.0015136495533495	0.000342829856811203	0.00616380854488068	0.00440978224025599	0.00701186608597907	0.128505737726565	0.219031937644932	0.0079298390322502	0.00838912173715551	0.235397030568604	0.260661524733441	0.670044769177964	0.0219665761464783	0.0196185105434494	0.013350990232997	0.00841109974552771	0.00503958938434768	0.00336572673283241	0.00166380371432764	0.00313864121565861	0.00417013607426043	0.0126881441244491	0.00256552181680025	0.0156713966893258	0.00450358239188892	0.00102408107356956	0.00252792087913317	0.00272147135683071	0.00353155649974542	0.00248792921366384	0.0030640571443724	0.00259755476452844	0.00366090672193298	0.00845131704495248	0.00446351302454894	0.00213031280017585	0.0131937768665725	0.00762039956987936	0.0222497139608717	0.0293103749431054	0.0299949421750709	0.0221428701747276	0.0259370112277912	0.0129844367991291	0.0115922940929355	0.00415751531788349	0.0188611624033216	0.0094688474180881	0.004257850551251	0.0250837293868412	0.00446502132240157	0.00613300676717991	0.00767417695932618	0.00578039608068173	0.00974009112824254	0.272879752879147	0.000841462683132787	0.00498543465302078	0.00353577213485126	0.00606217086440719	0.00649043250163792	0.00627340373304257	0.00427369984342426	0.00534255940457553	0.00690842305186043	0.00551084995422433	0.00861561885421791	0.0164040004329385	0.00338796325560789	0.00202905235312589
Nilusvirus	0.0105655434156602	0	0.0010050945694162	0.00518768281893992	0	0	0	0	0	0	0	0	0	0	0.00116719483577307	0.00480274982251629	0.00420011434258359	0.210772762397014	0	0.00105258595620013	0.00167481005150973	0.00249213441871828	0.0075462064513626	0.000454893666615728	0.00149502543448663	0.00207726642713975	0.00286481908882992	0.000123021009436774	0	1.24244350822296e-05	0	0	0.00165866042058039	0.00324971922616072	0.00211357714350744	0.00206351451400853	0.00198742802666368	0.000101322136293519	0.000698277191269282	0.000528109868158758	0	0.000575116974696653	0.00879747798162192	0.0191775204268168	0.0215178413507419	0.000782506008303346	0.0014546514342706	0.00145647969154197	0.104028658300504	0.271275117214036	0.0318030373725146	0.0413664929522896	0.0858287735583779	0.00204749194565346	0.000256648441232474	0.00104182687249792	0.000248431932698674	0.000121191815075118	0.00175538997361085	0	0	0.000489860155870701	0	0.0270637589081413	0.033893797286271	0.0418838348200547	0.0135733618611445	0	0.00191356806598565	0.00936352403985294	0.0386577338005805	0.0333789939569177	0.0134555547681305	0.00411947393008566	0.00239254807641364	0	4.79636734496006e-05	0	0	0	0.00907735519105511	0.0151045739583135
Nioella	0.00667536434164664	0.00591934864755535	0.00286106131012924	0.0231658287859154	0.00375475368399795	0.00447723628118084	0.000784920632614031	0	0.000679193354968834	0	0	0.00427960886956738	0	0	0.00150479290066596	0.00462262740994543	0.00207014242068555	0.0109356369793557	0.089882048112119	0.0123632222037945	0.0148798962439778	0.000351874163942069	0.000604653689035678	0.000395482928128806	0.000524876889183296	0	0	0.000451187455412557	0.0224826675907732	0.0578884896491978	0.0313231346524776	0.00809667324021823	0.000929618845387877	0.00399466678971697	0.000821693622048284	0.0224848655506935	0.0236356882823379	0.051411428425895	0.013856129804472	0.0010500159021618	0.00371261523744333	0	0.00516934009732031	0.00383187773555184	0.00217128151330694	0.000333644877632715	0.00168777795510017	0.0128428706242698	0	0	0.000790370558794439	0.000289356009459867	0.000296762655169709	0.00286530185653756	0.0022950474241772	0.000528663359494856	0.000291627234810758	0.000333145553695055	4.3692364400647e-05	0	0.00365655317925535	0.0115737619947899	0.0160834099226543	0	3.12506236874641e-05	0.00115230706579754	0.000286992855698407	0.00316921658722676	5.16663954450002e-05	0.000158500024164316	0	0	0	0	0.000917697532707285	0.00684545055748547	0.00504571389875204	0.0187152551310255	0.0205277688758259	0.00426330152223096	0.0388768408867828	0.00137038851593947
Nitrosarchaeum	0.14611777450149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0715798616106902	0	0	0	0.000943037014677588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000156799670469778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003066133027694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosococcus	0.44800687034806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00291637349443785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00102956996243584	0	0.00074676048932983	0	0	0	0	0	0	0	0	0.00236252620452156	0	0	0	0	0.0396209665064303	0	0	0	0.000468970465290702	0	0	0	0	0.00178170811975481	0	0	0	0	0	0.00117456476840327	0.00450148875691115	0	0	0	0	0	0	0.00382472916887266	0	0	0	0	0.00867376949158255	0.101952311873135	0	0.00781007757016909	0
Nitrosopumilus	0.314605963238803	0.00106614299245019	0.000403359403045927	0.000228664790721963	0.0113608805286934	0.00315379222071557	0.000381905785020961	0.000785071884385801	6.81143735370953e-05	0.00010321515703384	0.0002335606526454	0.000643640463427587	0	0.000161479576957116	0.000848932257235662	0.000378491631220142	0.0186918306267819	0.109616601573767	0.00232355767822702	0.0038246885071704	0.00636477701547441	0.000885533821353409	0.00401724407208194	0.00315769910763718	0.000930596259200639	0.00467951852784428	0.00805558226014889	0.00502167884611057	0.000114557401840545	4.91230351541476e-05	0.000319059207801656	4.98519837444319e-05	0.000996442299429897	0.00867395075318182	0.00111021819745578	0.00437463012287847	0.0025344726798678	0.000222339258120054	0.000455324043804037	3.95663458183457e-05	0.000121251305083654	7.0838821080525e-05	0.00477205739676536	0.00358737520346126	0.0021843726730261	0.00208631978430274	0.00350691943252938	0.0056412555645809	0.0199868322076498	0.0695728955411377	0.0123698964331268	0.0302945510907885	0.0495226268855778	0.0125832913058706	0.00193678586193226	0.00490168055398273	0.00817728014419062	0.00392930364401733	0.0204436934744001	0.00174381103505942	1.4126103902585e-05	0.0205697556926185	0.000520970476935	0.0322343445958285	0.0497978213255749	0.0881961625833048	0.0456498366104448	0.00840624646281659	0.00045843262941366	0.00670076262958394	0.0525666157063747	0.0300707578926697	0.0339664064726381	0.0041983992853716	0.00119113001775664	5.72616845041033e-05	0.000138001212354068	5.64576196118371e-05	0.000342911227525888	0.000141898704095005	0.00415040792048495	0.00491057314225278
Nitrospira	0.219098776548799	0	0	0	0	0	0.000570366788465907	0	0	0	0	0	0	0	0	0	0	0.0110657738283841	0.0114728959599731	0.00207300599160649	0.00303108023186153	0.00119892816814733	0.0114329843195543	0.00294815852478494	0.00142008318285544	0.0011339001749529	0.00080504156951838	0.0120546543726684	0.00163129100382184	0	0	0.000798796059098066	0.00252159768158097	0.0133328535142923	0.000621092389253669	0.0144456395587591	0.000633531536987426	0.00173129111437944	0	0	0	0	0	0	0.000106820033909666	0.00399713138322369	0.00401802308082787	0.028971228379561	0.0161615929043887	0.0803206274436981	0.0475711994554671	0.0373336598737835	0.0297991035941165	0.0608122353287981	0.0101089376834628	0.00886079044908179	0.0125985909768679	0.0107243908005272	0.0107952762958142	0.00678097538952459	0	0.0260004855189905	0.00979358429705324	0.0696185687788619	0.0338275865449057	0.0316315149855542	0.0175735781203783	0.000336486106377551	0	0.0234504394666302	0.0209509211680886	0.0257571370485871	0.00246001351414012	0.00446218637511778	0.00209553679662165	0	0	0	0	0.00012677671826495	0.00339556001291565	0.00466620400739317
Nitzschia	0.000368679491456275	0.00289756833046476	0.00154994104788009	0.00323392278751342	0.0369031699467541	0.0298044397692722	0.0688025858001051	0.00164536023379356	0.00794748523341522	0.00387908366623723	0.00240009257591219	0.000781332679760271	0	0.00143352859121258	0.00625572405661184	0.00192733402833242	0.0158936177404872	0.00436980205482874	0.286602530052523	0.0246776032440153	0.0348228225619217	0.0085451753071468	0.0120499220169403	0.0104164022176586	0.0163381834561311	0.005091910445799	0.0337345704598963	0.014868655684748	0.00742308027089546	0.00296904498816183	0.00520532616444224	0.00106301237598961	0.010782776184579	0.311578347213864	0.0317964730950468	0.0818160468145717	0.0553505652455709	0.00276418258006861	0.00610653996515608	0.0100534834551222	0.00238022442138555	0.00570474988681882	0.0183526729507583	0.00856975055046233	0.0102177714847934	0.375448289247661	0.312792641680747	0.526182044226468	0.0793916991211386	0.0246892692337405	0.116604544953074	0.0265733726108924	0.0252284628450458	0.0349853165227923	0.0313798506582573	0.100337654177097	0.0556041259822435	0.034396813281582	0.0135495051949282	0.0102781444153691	0.00133188951393173	0.0320780973519357	0.00942970401695066	0.0215500086546826	0.0168461996579566	0.0270016495973374	0.0317824172418841	0.0797003341961598	0.000771099877421335	0.028095713542608	0.00594653877226582	0.0166108696963439	0.0221807045837893	0.102341960452291	0.05346088182706	0.024276461341208	0.0370139784177375	0.00249668080774963	0.000814480358624823	0.496632626902259	0.0341603082819012	0.0546604390963473
Noctiluca	0	0	0.432687110609017	1.2789098083131	0	0.0342782210022841	0.0320711104374304	0.034961013813582	0.411947275508916	0	0	0	0	0	0.0359366053517304	0.100133420483095	0	0.00125040246005776	0.00439924767615135	0	0.0685783230046458	0.13831654888998	0.0448895108134422	0	0	0	0	0	0	0	0	0	0.0653902387444897	0	0.00360353611969773	0.0824392926444832	0.0678396585438748	0	0.0525538504980943	0.173758904681434	0	0	0	0.0574594003306124	0	0.00407713696680597	0.00835123113657503	0.0799917231591309	0.0366700430833859	0.00898281782598108	0.227638791594808	0.00262484134454473	0	0.0283786703582803	0.166669869224706	0.00818685719432112	0.0024424542295476	0	0	0	0	0	0.0904828348025413	0	0	0	0.00553512152883675	0	0.00326978867431475	0.121385205608198	0.0456870829404839	0.120761339731966	0	0.0037855928071275	0.0295303339945498	0.00349835012597857	0	0	0	3.48263558584252	0	0.00401399816029082
Nohivirus	0	0	0	0	0.00289235214319501	0	0	0	0	0	0	0	0	0.00836433088607359	0.160896219027243	0.614346714451772	0.232644660561366	0.00476245358354087	0.0214425240291219	0.00764414217550959	0.0276988695648348	0	0	0	0	0	0	0	0	0	0	0	0.00715712973921309	0.000173465902381467	0.00103257046951732	0.000276652347242384	0	0	0	0	0	0	0.0807496771098333	0.336365505156063	0.341180831549967	0	0.03026124328187	0.0146757403100228	9.93857892476571e-05	0.0334871356019329	0.00116231325322413	0.00193151605748851	0	0	0	0	0	0	0	0	0	0	0	0.0527813841390135	0.0228667708647136	0.0191864625543176	0	0.00104208564559919	0.00540287702977714	0.0420585347195634	0.10042291095	0.0890616557308839	0.00128317462695019	0	0	0	0	0	0	0	0.00634593985100336	0.0663166030601067
Nonlabens	0.00175842781835872	0.00036342890070997	0	0	0	0	0.0139552152459315	0	0.00758599955236194	9.19157826862739e-05	8.19023895950362e-05	0	0	0	0.000256538875232979	0	0.000718643444921695	0.00151257869130601	0.000529260724363315	0	0.000486822413291712	0	0.00210544899969256	0.574117715769646	0.139516431158223	0.00584384925612992	3.26753447024582e-05	0.00321356808702165	0.00274732766215117	0.00158505978961825	0.000761444258634261	0.000134927000240515	0.00016187767060869	0.00061607580199331	0	0.000594854380588028	0.00275857106558909	0.000295646775327927	3.34043630773192e-05	0	0	0	0.000280199683859192	0.000755972825993789	0.000804439620326055	0.000684941873984555	0.00105213117132727	0.0009313881997186	0.00037777711260973	0.00032938728774361	0.00411751317074852	0.00117386422985298	0.00143624147359221	0.0109332878633465	0.0217549584679172	0.0189238133015638	0.0384365449983673	0.0512683186560627	0.011016540340295	0.000229927377227255	0	0.0534398562484461	0.0253651474312607	0.000245052516705238	0.001757376159001	0.00421187039297222	0.000398239894200074	0.00288839772087221	0	0.0024593653540106	0.00121484624761995	0.00027943226891996	5.75636830783614e-05	0.000693523058955459	0	0.000367888572497908	0.00127335887916358	0	0.0175619495766865	2.82819385582038e-05	0.0185774437295807	0.00193060122883991
Notocomplana	0	0	0	0	0	0.0870572307345887	0	0	0	0.076769709834871	0.579284216339016	0	0	0	0	0	0	0	0	0	0	0.00712504405157587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122751439643855	0.00613004312106617	0	0	0	0	0	0	0	0	0	0	0	0	0.0107822470873204	0	0	0	0	0	0	0.0626952828777879	0	0.0637610535648595	0.0380829984317291	0.133521716941589	0	2.46782250974	0	0	0	0	0	0	0	0	0	0	0	0	0.03645985964485	0
