2024-04-O-s0	2024-04-O-s1	2024-04-O-s4	2024-04-O-s8	2024-05-O-s1	2024-05-O-s4	2024-06-O-s1	2024-06-O-s4	2024-06-O-s8	2024-07-O-s1	2024-07-O-s4	2024-07-O-s8	2024-08-O-s1	2024-08-O-s4	2024-09-O-s1	2024-09-O-s4	2024-10-O-s1	2024-11-O-s0	2024-11-O-s1	2024-11-O-s4	2024-11-O-s8	2024-12-O-s1	2025-01-O-s1	2025-02-O-s1	2025-03-O-s1	2025-03-O-s4	2025-03-O-s8	2025-04-O-s4	2025-05-O-s1	2025-05-O-s4	2025-05-O-s8	2025-07-O-s4	2025-10-O-s4	2025-12-O-s4	2025-12-O-s8	2026-01-O-s4	2026-01-O-s8	2026-02-O-s4	2026-02-O-s8	2024-07-I-hm	2024-07-I-mm	2024-07-I-og	2024-09-I-hm	2024-09-I-mm	2024-09-I-og	2024-11-I-hm	2024-11-I-mm	2024-11-I-og	2024-12-I-hm	2024-12-I-mm	2024-12-I-og	2025-01-I-hm	2025-01-I-og	2025-03-I-hm	2025-03-I-mm	2025-04-I-hm	2025-04-I-mm	2025-04-I-og	2025-05-I-hm	2025-05-I-mm	2025-05-I-og	2025-06-I-hm	2025-07-I-hm	2025-10-I-hm	2025-10-I-mm	2025-10-I-og	2025-12-I-hm	2024-06-M-s0	2024-10-M-s4	2024-11-M-s1	2024-11-M-s4	2024-11-M-s8	2025-01-M-s0	2025-02-M-s1	2025-02-M-s8	2025-03-M-s4	2025-04-M-s8	2025-05-M-s4	2025-06-M-s4	2025-07-M-s4	2025-09-M-s0	2025-10-M-s1
Candidatus Arcticimaribacter	0.0111746332085016	0.00436510292772379	0.003376744767901	0.00437149370398252	0.016544745613838	0.0135229743172394	0.00660716700785109	0.00439572428800517	0.0135553141012903	0.00511846437013372	0.0158180000775566	0.0081046774599583	0.00104144924750011	0.000404902263333713	0.004288742053841	0.00271770226718274	0.00265642194876461	0.020267645303994	0.0159623509243332	0.0127423602968725	0.00852145560577089	0.00620919500474362	0.0167386292199844	0.0180695332023215	0.010323144752088	0.0332844159548111	0.0204954314484629	0.0243148122948309	0.00246651841806939	0.00515117793735084	0.00387714724940984	0.00225935402861747	0.000841448942606078	0.00323712508763437	0.00114029597852435	0.014415690128027	0.00463118227610783	0.00312240013490392	0.00312798783217743	0.00641099208116111	0.00733832605549868	0.00466531461852393	0.002250525638907	0.00446910361287518	0.00419692158104032	0.0126567863247861	0.00695409770338005	0.0139292567104487	0.0183062731466397	0.0185928912616397	0.0205547350916968	0.0251812330047543	0.0335640436578894	0.0656361571514075	0.0742517735544452	0.029136712115958	0.0312141411667299	0.0130976416407894	0.0428642484416275	0.00757541269870761	0.00429159368303587	0.0391281375258351	0.00477012836500229	0.00461466678889411	0.00557755822764152	0.00607506034987647	0.0239068799674299	0.100588246697169	0.000213525995463382	0.00729465252179556	0.00875047454292548	0.0109941292270221	0.213198691333278	0.0209916138869452	0.0206255243280578	0.01719000713537	0.0361923437574535	0.00991832141070537	0.00669358935092463	0.0103563622405368	0.0643342436931304	0.00152668656210984
Candidatus Atelocyanobacterium	0	0.000656629869257855	0.00449024287711813	0	0.00911209249155697	0.00767220459079119	0.00253783789415838	0	0.0123450605304488	0.0126638069835174	0.116592393775906	0.0590144956055704	0	0.00279420066467292	0.00108688272258186	0.0131656966465542	0.00627655510753204	0.000588394285196891	0.00979837330931472	0.0135841802078363	0.00827321328019079	0	0.000234853795932911	0.0053146460160119	0.0003849867554328	0	0.000317153312929873	0.00055662312205349	0	0	0	0.278910150307476	0.00445125263951515	0.000401109717928452	0.00193044171167771	7.20937665513162e-05	0.00250734603476729	0	0.000225289224712294	0.00065194115258219	0.00165841609716361	0.00227576483899435	0.000434076813901917	0.00300482545369732	0.00539684946039488	0	0	0.00111219401853089	0	0	0.0001178658201153	0.000415165958902828	0.00122297772667691	0.00042327027303409	0.000837769644096965	0	0.00032066950610075	0	0.00294101589821444	0.0022167246864545	0	0.000454265241139741	0.0181940319721135	0.00030506008199411	0.000274812253975361	0.000788000514169937	0.00166424327279368	0.00274197650151094	0.000506339651533679	0.00389326552983372	0.00621801828922035	0.00286063395787883	0.00358392984802806	0.00574416857688588	0.00223966938178466	0.0091999935762421	0.00288927837736616	0	0.00216690646861558	0.00828499234943742	0.00112410780983128	0.00344729322505448
Candidatus Azophilus	0.00106692625238046	0	0	0	0.0128499122754367	0	0.00188786734289334	0	0	0	0	0	0	0	0	0	0.000144401806941114	0.000856662238081085	0	0	0	0	0.000333173936026285	0	0	0	0	0.00046354187594144	0	0.000298828116115104	0.00068209572214723	0	0.000413401912058066	0.000463612681120468	0	0.000897073227814555	0	4.80022804054113e-05	7.53973566995895e-05	0.00085464636865692	0	0	0.000785953915693	0.000202865885154175	0.000437178517159249	0.00055061718406852	0	0.00127897302400219	0.00247125903051715	0.0064435164751768	0.010406504520759	0.0006012277464595	0.00454572806078676	0.0490343024651841	0.00946718889924239	0.00312179441291431	0.0413196251049092	0.00205573016333428	0.0164837565570063	0	0	0.26802625191729	0.0740594518572979	0.00103184313262652	0.00591411219383117	0.00323931785608246	0.0113922971082269	0.00632470042418625	0	0.000280783039388386	0	0	0.00074624803599419	0	0	0	0.00076891267357143	0	0.00148663263959411	0.00014487361170745	0.0605483362053825	0.00276524866326829
Candidatus Bandiella	0.000248293500535613	0.00157338719498206	0.00025103758987929	0.00337974467710032	0.00604790934278878	0.00328949673685556	0.00524768301562155	0	0.00597055685552477	0.0018375004354526	0.000472530336667057	0.00230316259875482	0.00357955564598696	0.0147186801919986	0.00405022174569476	0.00510480977111832	0.0039094817198514	0.00544832304365403	0.0180517560986286	0.00821245923844089	0.00724128458882883	0.00753532461093643	0.0387424585696621	0.0201328057750512	0.00443955972135917	0.0114142273320818	0.0181845038836963	0.0108371874303603	0.010735565512061	0.00908735404799836	0.00320310560387418	0.00334460664092009	0.00766522332282556	0.00459709101373467	0.00190832889954348	0.00672139248844558	0.0030078237112794	0.00364860027392167	0.00277060831946459	0.0018837933071006	0.00218837861934406	0.00303146200064195	0.00320593792684443	0.00388529485692948	0.00372980419267625	0.00543140202323129	0.00774848422112224	0.0138843308300039	0.00648822363137612	0.000853491929022966	0.010463133209128	0.0133236553933953	0.0133407852027296	0.0691823593109979	0.0742091939945058	0.00435410463764259	0.0233617155168725	0.00222553840679626	0.0114925111640218	0.00848526691238053	0.00384052181030936	0.0250169558901052	0.00682439380351177	0.00474934719087651	0.00509947426397714	0.00360905958776982	0.00249501086160024	0.000697610243340567	0.000423843217189698	0.0110029364068565	0.00781916405353841	0.00599689324208264	0.136926347659363	0.00882673853247467	0.00532920194927096	0.00369307191946005	0.0036942225300051	0.00748094969918237	0.00211133316964167	0.00143004014344044	0.00705719425794788	0.00525690114318787
Candidatus Cloacimonas	0.0026459385603116	0	0	0	0	0.00546244200121407	0	0	0.0129272035784408	0	0	0.0677105526906287	0	0	0.00301184322854304	0.132423298525747	0.0203725082104805	0.0145096008725073	0.00464745269173887	0.0739848207931817	0.017099369688133	0	0.00701692533423323	0.00733670273516397	0.00483158330173517	0	0.024218539774081	0.0203065073582901	0	0.00509619476754233	0	0.0371734900648977	0.0355303402346712	0.00323192141323232	0.0156368216386348	0.001773749520269	0.0172690165137606	0.00299520706399413	0.00431463918276322	0.00717414097175663	0	0	0.0055157845124578	0.0266477120786263	0.0418268359149729	0.0290761798885976	0	0	0.0395873792867627	0.0216897940300812	0.015518979142367	0.0031784630126785	0.0252571811434777	0.00676707123461667	0.00918225207219002	0	0.0163615135474404	0	0.0239170478468822	0	0	0	0.0050972160853223	0.0163196278003934	0.0230257599157408	0.044489580195398	0.0398542592947343	0.00345034675969287	0	0.0420461421609741	0.104156391075791	0.0434643639930873	0.246283898224742	0.0436858664540369	0.107076910531631	0.065362701415352	0.0340142437188537	0.00638853956780903	0.0202753222962538	0.00596239919574053	0.00291495720171135	0.00625222029400167
Candidatus Endobugula	0.0475997056769987	0.00196712913514947	0	0.00200562406447795	0	0.00345667024605323	0.00317786197468835	0	0.00337348436094837	0	0	0.000942265399154622	0	0	0.027888035857792	0.00141389238540576	0.000826754360376385	0.00165487244048391	0.000998218644723983	0.00315303946719985	0.000462244144411903	0	0	0	0.000520333437133482	0.00204845493189873	0.0777498585254628	0.00342729914366116	0.000755899571669225	0.000163893880019117	0	0	0	0.00128439560691024	0	0	0	0.00540336303194606	0	0	0	0	0.00175230587872547	0.000929267666087605	0.00421192381044372	0.00325325242353259	0	0.00535275104404028	0.000692540735469372	0.00409491927169752	0	0.00148779278877556	0.00440524124953863	0.0451563060439545	0.0250667238044837	0.00363976420679242	0.0049508606748291	0.00121518250094593	0.00109845494621271	0	0	0.030721880331507	0	0	0	0	0.00300245770311249	0.0260431131639174	0	0	0	0	0.01561820739732	0.00718418303417687	0.00287247376840453	0.0258454668790034	0.166223264818745	0	0.0162161238939813	0	0.0104976346271506	0
Candidatus Foliamicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0181848283171866	0	0	0.0336428223133678	0	0	0	0	0	0	0	0	0.0674285317138975	0.00982718978181505	0	0	0	0	0	0	0	0.00401840473829789	0.00166027892046314	0	0.00445416413061087	0	0	0	0	0.0160494870127221	0	0	0	0	0	0.0415016415742415	0	0	0	0.0163677279964961	0.0127904088524949	0	0.056653285375381	0.0460686880578493	0.0656227526893495	0	0	0.0170416984875441	0	0	0.00986463349413305	0	0.0131821388814304	0	0	0	0	0	0	0	0	0.0411875617022814	0	0	0	0.00288729760351254	0	0
Candidatus Leptofilum	0.189722836412723	0	0	0	0.000479870126388205	0	0.000289934202040464	0	0	0	0	0	0	0	0	0	0	0.0015980131033255	0.000179399045042438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000192496274216768	0	4.86419614895429e-05	0.00014119550759072	0	0	0	0	0	0	0	0	0	0	0	0	0.000325709633891619	0.000804335135745529	0	0.000279023013935185	0.000842127028462538	0	0.00255541675023671	0	0	0	0	0	0	0	0	1.96424769826451e-05	0.000462814750779263	0.000165138015786687	0.000803745535852012	0	0	0	0	0.000881591409884386	0	0	0	0	0	0	0	0.00196841556108657	0.000150801009612465
Candidatus Levibacter	0.0200933247205479	0.022218462952333	0.0151907363497312	0.0301293981949625	0.00338253693596743	0.00698189107501173	0.018626228650585	0.00971989734351811	0.0195578979175121	0.00394496950751213	0.0289410913387919	0.0200083996743627	0.000590936459661712	0.000976367159001003	0.015774080060709	0.0234288853715326	0.0220091316806562	0.0667165365392927	0.00336794826899806	0.00445111388028495	0.0050868890017837	0.00295937115899311	0.0140389984412278	0.0139270376640015	0.0124013625042369	0.040317955186801	0.0289997792908761	0.013052453966697	0.00232288240509474	0.0016074110821273	0.0011444743325705	0.00922756014543591	0.00253153264465678	0.00632119139553783	0.00201251862144232	0.0305066600746567	0.015752211014646	0.00108346999770584	0.00593632415829118	0.0160691515215075	0.0120714200183396	0.00460387001076046	0.00890047730752737	0.0322824015606814	0.0334992785451898	0.00408003659661803	0.00397931864701675	0.0074093121303086	0.0353472843221855	0.0416500981965269	0.0187301014450576	0.0451883664789549	0.0466737624797217	0.0689503223358487	0.0590539944581457	0.0633389333874544	0.0600131892458493	0.0295818179337479	0.0996341728142137	0.0155020322119207	0.00558479595187993	0.124422986451748	0.00434732097070437	0.0220541904847639	0.0281815170550765	0.0242434445214256	0.12880373812217	0.106965105394424	0.000785353374469355	0.004456429509937	0.0127615511858041	0.0108666499186889	0.0412932307914687	0.0113822265450061	0.00728105546739607	0.0011307115468565	0.0129549634274752	0.0175003575265623	0.0241192360824322	0.00680255987758952	0.0162796477764433	0.00603400873897201
Candidatus Marifrigoribacter	0.0261078602930958	0.0182948514341167	0.0330597896336107	0.0742496515711527	0.243102524521376	0.125152073649305	0.027115714113926	0.00388124227232035	0.187836544412961	0.0502752759895129	0.0371238642079576	0.046328244481313	0	0	0	0	1.40340631157096e-05	0.0146560508985109	0.00295093087757258	0.00279203156429992	0.00453298070273567	0.0328586939049394	0.656768009060952	0.441757447275963	0.188224032076251	0.342994238259866	0.118479813917655	0.104640384673013	0.078844026663926	0.249860828901957	0.0875422330826342	0.0111856391683522	0.00290538055256762	0.0150554031292572	0.00263821562279611	0.217750510455456	0.21722886568362	0.0238795447713958	0.0668373702749338	0.000409922119323228	0	0.000279267426070872	0.0094060109871169	0.000629734861574776	0.000986163752857852	0	0.0296764337599749	0.0192086276830393	0.0639362494905383	0.0490143469313881	0.105050444101079	0.00475183205903621	0.0278547219322601	0.118396976044891	0.1403246306532	0.10560265001909	0.0986025812990853	0.0585888499612663	0.786892556300755	0.515514384273153	0.190979346523905	0.188269259852695	0.022532700329768	0.00120303016098742	0.00350859640072904	0.00360439677891949	0.0214374133719677	0.00284289214647213	0	0.00158978912784767	1.7614169272851e-05	0.000140034231715832	0.00960273229867487	0.00629370696959512	0.00287750030023123	0.0055076469672084	0.185813008527682	0.41053397386598	0.176033425278191	0.0126291198748898	5.21068719796732e-05	3.02223245421851e-05
Candidatus Neptunichlamydia	0.00117259230624097	0	0	0	0	0	0	0	0	0	0	0	0	0.00748392009743014	0	0	0.00158948018333035	0.000933611930252962	0	0	0	0	0.0383085157045422	0.00840686569841746	0.00274913839737952	0	0.00430749074328914	0	0	0	0	0	0	0	0.00124933257892724	0.00183217459308641	3.6557584217321e-05	0.00015857398053797	0	0.00151699709085603	0.000433772714749579	0.00272536223516368	0	0	0	0	0	0	0	0	0.00300015756404161	0.00359443966461093	0.00126532643368744	0.00611836591190794	0.00113436096245808	0	0.00592492023904164	0	0	0	0.00981630596700137	0.00621577252323696	0.00118008341332504	0.0013180396320293	0.000509651315062858	0.000301459924356022	0	0	0	0.000385528678434203	0	0	0	0	0	0	0.00171354735113066	0	0	0.0883263952331189	0.000757119679729584	0.000194947190818728
Candidatus Nitrosomarinus	0.0239898793924944	0	5.15527350629463e-06	0.000433025340464403	0.0492136096103096	0.0234979090935111	0.00112609976886774	0	0.00157726649192569	1.20359951523613e-05	0.00114201945508303	0.000634944581487019	0	0.000542070072597275	0.0126190749823912	0.00427444866746206	0.443315935143399	0.0781600726517031	0.0197171949443576	0.0496709083792605	0.0837125160846499	0.00366686350536201	0.0226355704227716	0.00493192493733965	0.00224463280300781	0.017726719124513	0.026138694549525	0.00617296843516418	9.0094077131554e-05	7.56422937880881e-05	0	0.000540867876923669	0.0151642338343442	0.0335709024329232	0.00827600302312008	0.0166865801672875	0.0177361735929156	0.000227350675343327	0.00255801033450989	0.00651641806983792	0.00634154904265693	0.0106159856166345	0.168440446107305	0.184618769156425	0.076926824884587	0.00828463477201784	0.00932019831112278	0.0116663353191937	0.116085797544961	0.159257851656748	0.0392254375253123	0.0300641933371766	0.0641839307777367	0.00102283931243018	0.000307977317058795	0.000924432935843398	0.00227940420559657	0.00075927697728476	0.00357925250445279	0.000333718457892144	2.76313270320988e-05	0.00168656342173207	0.000763072347511609	0.365128476009909	0.627603095529982	1.12533916315996	0.124668090546582	0.000672806743819416	0.000847474725904679	0.0351083674610326	0.426694859190654	0.240288232112239	0.157328838796432	0.00923187707206984	0.00150930031984893	0.00133466075382748	0.000298202380309223	0.000376646491077535	0.00115561220570347	0.000300121356612853	0.00275291905862319	0.00722344712136082
Candidatus Nitrosopelagicus	0.00275529736170257	8.27632563621331e-05	0.000372018681781769	3.74379617432887e-05	0.0106966380159141	0.00346431545902299	0.00123356314172809	0.000164278210281347	0.000495864935340285	0.000317834568110324	0.00168388690223448	0.00498260331342385	0.00124796714333658	0.000461596292769232	0.00122894013318794	0.00674086331646595	0.0182420541995369	0.0328566728574887	0.014415169919609	0.051095298173204	0.0783063360811188	0.00577803333660422	0.0506083411153994	0.00499085085645947	0.00101088779611694	0.00714837034048979	0.013073371226187	0.00343517185868082	0.00037697330897742	0.000494161273923534	0.000614042848913072	0.000394184271490151	0.00521381887512252	0.0321719410467047	0.00962410698376058	0.00852734266277409	0.0119109816794252	4.95459059692949e-05	0.00240537715771017	6.59941827021917e-05	0.000102931099027835	9.86853144282993e-05	0.00263413370834716	0.00352444824040197	0.00463311137609898	0.00502835462511505	0.00470447663061097	0.00318186969707028	0.0290199129804121	0.0304888591374722	0.0131058069325145	0.142147852643081	0.272463757109095	0.0011826191554222	0.00142818249269403	0.00600065146795498	0.0106761565357306	0.00789666457719679	0.00473455061924241	0.00152494847446159	0.000427825898884725	0.00544491311575939	0.0014555677610504	0.0174301848684285	0.0418885079113506	0.144644268913161	0.0381239173438056	0.00037324656647854	0.002087709253699	0.014962911058736	0.265831511437111	0.11947382594074	0.515482909251298	0.028789009521515	0.00353161670105862	0.000529493672439806	0.000441895701072355	0.000566052224394457	0.0017522735425769	0.00512106053294808	0.000132468758003575	0.00297656051405171
Candidatus Njordibacter	0.000521772826403594	4.64235361396118e-05	0	0.000737418536787123	0.00129020403780845	0.000529561276806633	0.00123030486107041	0.00127995299784275	0.000820608769661259	0.000395279733373721	0.000938084831574246	0.000931021951621321	0	0	0.0100928244702477	0.00310183413966607	0.00281141816705669	0.00639280861420589	0.0010183558669664	0.000951793122571147	0.00120235170777055	0.000459630602974719	0.00174567473285204	0.00136463140814468	0.00344918971413421	0.0154046759403949	0.0132356420697704	0.0203434960222726	0.0016428062256676	0.00177836771343801	0.000698080192579356	0.000826400371728085	0.000706366657115955	0.00150084388137047	0.000449606935815899	0.00110832492314331	0.00058292098546789	0.000728950872484542	0.00221269228626165	0.000674997256623966	0.000162402978964174	0.00066357910625048	0.00780939826085136	0.0111446630699505	0.0072147527755214	0.00217618112545379	0.00122163156990169	0.0022689414934493	0.00342805331171991	0.00283408705660713	0.00200625253557859	0.0107721688539347	0.0108224218869569	0.0346930629081011	0.0223927449344166	0.0685536618653173	0.0554376327003021	0.025381065092825	0.119929258086852	0.0206810615459869	0.00306676699159404	0.10457825490977	0.000440631653870372	0.00186990427747382	0.00228993584658823	0.00200261585303254	0.00834849020726739	0.120254454456068	0	0.000659417606608168	0.00260298423779254	0.00256520938706863	0.0205443112798152	0.00425533669349008	0.000607811149011992	0.000743095167800202	0.0385835117440088	0.00450095707540235	0.00392025103226826	0.00177925806240067	0.000594521001969166	0.000714991536825283
Candidatus Paraluminiphilus	0.00182188662717031	0.0734691378584821	0.030193154846158	0.111470919024932	0.0119398368560398	0.0170771936173729	0.0265241537761711	0.00988594684109178	0.00655176017711506	0.00843705305402435	0.0386047289392559	0.0609500819114362	0.000357034894706709	0.00104269877522431	0.134174595760903	0.0743281933199584	0.0292638857151884	0.0818574079662423	0.00890192109069884	0.00686360587652685	0.0109836176140673	0.00442557495256368	0.00766768089879278	0.00336200070442541	0.000552170193256104	0.00230201081385121	0.00156612017228272	0.00101522069930062	0.000464681953528601	0.000816710888528979	0.000426523734072395	0.00621215300679327	0.00665785276758527	0.00511880879604286	0.00402467870390119	0.00469704762940664	0.00224014256637961	0.00171537579964706	0.00235360869233951	0.0653818700408764	0.0922788293366858	0.0474568881164685	0.0857529687552191	0.106214729046298	0.0945781835124282	0.0133329927500392	0.0187653767283114	0.0153068184741911	0.0153780508060084	0.020124691986507	0.0103432446465866	0.00943012980433139	0.0254673520529423	0.00486056613423136	0.00973806098107034	0.00210679946035165	0.00306161264923959	0.00102164745712443	0.0343907648810342	0.00849450282890693	0.00723206320931627	0.0347565515091083	0.00430684641918237	0.0151418705144832	0.0243918945269576	0.0208242779397649	0.0234468397571407	0.0184741294634101	0.0007056822607512	0.00803140175320535	0.00655413401433288	0.0100178528688991	0.00326564474162056	0.000394927566600554	0.00060960844517058	0.000256663874838783	0.000862701746598445	0.00855681657892501	0.0166541204656346	0.0505098356187837	0.00342585733151361	0.00941454842429137
Candidatus Pelagibacter	0.00928881317586934	0.000747194488704127	0.000989059787392928	0.00161959938957789	0.00784377086554366	0.0147624631290527	0.0148102955622574	0.0069312536050393	0.0148879842791766	0.00205453012556884	0.0260947467785989	0.0179788029877082	0.000531891191757582	0.00114003402551614	0.0510440653558032	0.0882798791879898	0.100169251099091	0.224005852910538	0.0102243561085126	0.0168431758757859	0.0221437983895049	0.00609267388883942	0.0279798175575567	0.00936741487143347	0.00970454743951557	0.0282536966883102	0.023256794207369	0.00913625087556596	0.000491714987654081	0.000487508915087499	0.000347008773925661	0.00134314552343627	0.0126840898415816	0.0146824665006136	0.00590024458748859	0.0106308100855786	0.0083128415479161	0.000388660007589737	0.00164072808289275	0.00925047116429611	0.0128220564883037	0.0112748645600996	0.0640815508539131	0.148057947128785	0.15668109165614	0.0123195015465814	0.012225703671901	0.0220497623033935	0.136917528975545	0.162046244742675	0.0553390360012398	0.0630251525185739	0.0824188921808393	0.0328449280043612	0.0148102445592965	0.0204490030958764	0.0279172321455118	0.0121252368300762	0.109530528681177	0.00916054517586128	0.00181680456576651	0.0651378036016245	0.00174824531848374	0.0898716747383792	0.119005097623806	0.134237666797283	0.0946544856048556	0.0226070446581794	0.00240886216199766	0.0167809054140077	0.0712144706228165	0.0633136604578855	0.0818326134476228	0.0169676385771694	0.00824519433837692	0.000571818807753566	0.00410430499646796	0.00247437779450815	0.00805222034665855	0.00297019428350379	0.0283791079923763	0.030814256623082
Candidatus Pelagisphaera	0.0287528027856999	0.000355230278217118	0.000389601196741138	5.0684874481465e-05	0.002062374742106	0.00161249135874434	0.00186829389700048	8.62691070038365e-05	0.000427969281746714	0.00135983859569749	0.00280232418257222	0.00483792984351834	0.000591557005028631	0.000309993409418174	0.00228315473818798	0.00290349528812183	0.00964050612031561	0.011248883822582	0.00539909377082286	0.00340093083053653	0.00475872253791001	0.00201336835107036	0.0014382392878859	0.000583945098374878	0.00133071102285927	0.00239922818317504	0.0051786801340685	0.00266342763896531	0.000140598040776135	0.000408978176011967	0.000645798122637483	0.000134420010184705	0.00330109669953507	0.00315306916495813	0.0017203145364723	0.00187950718209377	0.00205071182348074	0.000356311895549734	0.000500060764100663	0.00599359147771659	0.00659374200552621	0.00732711729127	0.0452712992103443	0.0524743549454648	0.0336729048065594	0.002568141647673	0.00505107257019032	0.00389438458210055	0.0120011374732144	0.0251655303412589	0.0123119105994791	0.00315819496289797	0.00359739090532823	0.00367035999881139	0.00497618572324205	0.0114539887289392	0.0221090457849942	0.0182471099581374	0.0271711852287324	0.00649894636552883	0.000765174320245367	0.0564933668564707	0.00609019237215194	0.0203659431204641	0.0223856350948716	0.0217996787190768	0.0201749000104076	0.00337132858831088	0.00021294941892388	0.0049357134611526	0.0488350720252311	0.0377592645045268	0.00377679667225989	0.00138478520733068	0.000386734071415466	0.000333549932142615	4.32107779310706e-05	0.000250064296409012	0.000829973130364615	0.0046983460403045	0.00352622090531554	0.00212942889728967
Candidatus Planktophila	0	0	0	0	0.0651794687246185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0066487955982845	0	0.0119962930522322	0	0	0.0271409651045083	0.0121107863967082	0	0	0	0	0	0	0.00086725364815299	0	0.0121586933254263	0	0	0	0	0	0	0	0	0	0	0.058796193697926	0.051241694846205	0	0.0443371138645101	0.00501131572660065	0.0091777535787479	0.0152951549956836	0.0345690879584327	0	0.0577274737876485	0	0.011371251516889	0	0	0.0198891428000594	0.0394081267284874	0	0	0	0.0108683006744215	0	0	0	0.276741285382897	0.068942511888507	0.194338129837385	0.0364432556921138	0.0084987302956284	0.0423174791125561	0	0	0	0	0	0.0073156221475041
Candidatus Ponderosibacter	0.0372800124912542	0.0137453125959586	0.00585068203892164	0.0199796588764516	0.00455888977733912	0.00738727341426121	0.0294966828255109	0.0198670165707756	0.0152178421534548	0.00435412771833379	0.0307616237301252	0.0375195059838104	2.78826098080182e-05	0.00063712444600016	0.0132947611287551	0.00805941786606967	0.0131398959304059	0.181508932777341	0.00275660336801425	0.00256719736567726	0.00258809411150866	0.00344922079932713	0.0233557783897168	0.0229523246671335	0.00744040269826955	0.02682863168397	0.0159733483395022	0.004386142419464	0.000240188592928281	0.000237043435121456	0.000283196732025613	0.00375935668296787	0.00116913373031648	0.00551510908011218	0.00154308899424666	0.0118704294368889	0.00518034960498172	0.000174154761398977	0.00257442193630656	0.0247881230630664	0.0277262423596351	0.0167424876359283	0.00995324632189206	0.0284452940016945	0.0310228393172085	0.00260190643212598	0.00294678958107149	0.00249543025343152	0.136997521835668	0.168967449976049	0.0464221267373884	0.178824467534068	0.215028196123916	0.0171125008044235	0.0118527413939033	0.00677074858895038	0.00663767345417329	0.00198838613392636	0.0786975766508078	0.00847578523967994	0.00236468517461326	0.115052099493442	0.00298237068139451	0.0117111795985753	0.0175439358001702	0.0127971122176973	0.303520941717308	0.166081308905294	0.000293419983932601	0.00309353933614745	0.00976708676025826	0.00724123283400669	0.134221144054331	0.0175626312239655	0.00854431507708819	0.00111699346058996	0.00959360067827819	0.00651332841216368	0.0120812115490573	0.00810183933090683	0.00233342341536163	0.00103324236946709
Candidatus Pseudothioglobus	0.0154035072882492	0.00174288286546996	0.000424297107183718	0.00137173534410426	0.0108982493491113	0.0128534241763073	0.025849039658679	0.0163385102062938	0.00672628878105742	0.00277881679659573	0.0170010324968084	0.00203677462145469	0.00119985281307472	0.000539857682271226	0.0276797615403619	0.040916595804485	0.0222161554812968	0.283944866541428	0.00383868429305101	0.00409531182536548	0.0116961652812345	0.00396939158849011	0.063289107735933	0.0311773752698216	0.0349198681737797	0.179485355730766	0.125237374864615	0.0238542121818479	0.00122761635971408	0.000726905612671294	0.0015645489321862	0.00145115620069007	0.00352543506420761	0.0196210136413826	0.00497873447970914	0.00684013238682724	0.00507115209330837	0.002855989796822	0.0021022390221697	0.00108247042640071	0.000750121982964052	0.000686314015903229	0.0412110478182438	0.0728164627096849	0.0642513928373347	0.0140781702230003	0.0204431579221945	0.0174804772120007	0.298022387031465	0.439515626928507	0.0752791723960241	0.236644965492818	0.378955368102805	0.0541374479466164	0.0162757239337045	0.0655136641351297	0.114518349928889	0.0302739665501808	0.11268477960932	0.00481036632844351	0.00159694371133261	0.132670882101505	0.00218363363682646	0.0684788011309963	0.1178953786546	0.116501645002375	0.336073585974031	0.000757315490256607	0.000357411162811873	0.0112659849077247	0.085006427172763	0.0419611994458753	0.111129521934268	0.0197191042324673	0.00474165452733622	0.000881146304455531	0.0026507382318614	0.000995566385732159	0.00698474649529806	0.000672720859355891	0.00157853078486494	0.00218491654383021
Candidatus Puniceispirillum	0.000866186690592079	0.000544258938089416	0.00100876482610616	0.00195012630430272	0.00416728006443783	0.0067123577303832	0.0201328414518425	0.00961076964080141	0.00781011921932414	0.00249834425086366	0.0144625067610925	0.0228914903953502	0	0.000475414326544611	0.0309308222022513	0.0142351068878305	0.0134020815741669	0.145292691956774	0.00497450609575511	0.00178139082385012	0.00184321816803255	0.00319613617438626	0.00386341512987956	0.00114552027280618	0.000327376488644518	0.00311942359765066	0.00150806051907147	0.000505369543782348	5.95729066875365e-05	8.3921699428976e-05	6.38701801941349e-05	0.00509845650590655	0.00119022160693871	0.000635091212917397	0.000262728349908643	0.00175143133014405	0.00099052286312235	9.46798515442423e-05	0.000277738412285159	0.0280600153399781	0.0287601922351013	0.0146602268035741	0.0149213427552168	0.0288772247658021	0.0266389137289801	0.00141222889411279	0.003821207782913	0.00452151250530776	0.0109853340301101	0.0117018171964343	0.0056484692089228	0.00641321824371117	0.0065675733091245	0.00260258770754925	0.00172716673149121	0.00217172321241158	0.00223538950707795	0.000633544442575516	0.0363087312348824	0.00438592240727001	0.001175748657787	0.0627337540593937	0.000513443293301982	0.00912892694693491	0.0121068381837965	0.00768308088580176	0.0166777134494342	0.1553031181868	9.92178129863982e-05	0.00168480628175191	0.00338628606268805	0.00320261296377004	0.00561890221482992	0.000710941837156628	0.000971495024526579	1.47003098604265e-05	0.00114548690114619	0.0052678507030876	0.0122708491802111	0.00425237252061849	0.00709711027019087	0.000975942898869753
