genus_txid	genus_name	upper_txid	upper_name
2332	Propionigenium	2	Bacteria
256846	Lentisphaera	2	Bacteria
265488	Rhodopirellula	2	Bacteria
265570	Sulfurovum	2	Bacteria
2714592	Crateriforma	2	Bacteria
2795426	Novipirellula	2	Bacteria
2795605	Aureliella	2	Bacteria
2795779	Rosistilla	2	Bacteria
2795780	Symmachiella	2	Bacteria
2795973	Stieleria	2	Bacteria
2808942	Fluviibacter	2	Bacteria
2814446	Roseiconus	2	Bacteria
28196	Arcobacter	2	Bacteria
2843200	Miltoncostaea	2	Bacteria
2886823	Desulfosediminicola	2	Bacteria
2886881	Oceaniferula	2	Bacteria
29580	Janthinobacterium	2	Bacteria
3049269	Candidatus Pelagisphaera	2	Bacteria
3050898	Sulfuricystis	2	Bacteria
3140596	Candidatus Leptofilum	2	Bacteria
316612	Methylibium	2	Bacteria
3405233	Engelhardtia	2	Bacteria
3405235	Saltatorellus	2	Bacteria
3405237	Rohdeia	2	Bacteria
361050	Rubritalea	2	Bacteria
37817	Desulfuromusa	2	Bacteria
442430	Coraliomargarita	2	Bacteria
455358	Balneola	2	Bacteria
456826	Candidatus Cloacimonas	2	Bacteria
518753	Luteolibacter	2	Bacteria
518755	Roseibacillus	2	Bacteria
529881	Aquiluna	2	Bacteria
535	Chromobacterium	2	Bacteria
574899	Haloferula	2	Bacteria
622681	Candidatus Planktophila	2	Bacteria
682522	Ilumatobacter	2	Bacteria
75654	Duganella	2	Bacteria
10487	Iridovirus	10239	Viruses
181084	Prasinovirus	10239	Viruses
1977632	Indivirus	10239	Viruses
2731927	Ashivirus	10239	Viruses
2731930	Ayaqvirus	10239	Viruses
2731933	Cheungvirus	10239	Viruses
2731940	Fussvirus	10239	Viruses
2731943	Igirivirus	10239	Viruses
2731947	Kajamvirus	10239	Viruses
2731952	Krakvirus	10239	Viruses
2731955	Lingvirus	10239	Viruses
2731959	Nohivirus	10239	Viruses
2731960	Oinezvirus	10239	Viruses
2731964	Pedosvirus	10239	Viruses
2731965	Pekhitvirus	10239	Viruses
2731966	Pelagivirus	10239	Viruses
2731971	Powvirus	10239	Viruses
2731976	Sieqvirus	10239	Viruses
2731978	Stopalavirus	10239	Viruses
2731979	Stopavirus	10239	Viruses
2731983	Tiamatvirus	10239	Viruses
2731985	Tritonvirus	10239	Viruses
2731986	Voetvirus	10239	Viruses
2731987	Votkovvirus	10239	Viruses
2733090	Anaposvirus	10239	Viruses
2733092	Atlauavirus	10239	Viruses
2733096	Bellamyvirus	10239	Viruses
2733100	Charybdisvirus	10239	Viruses
2733104	Eurybiavirus	10239	Viruses
2733107	Kanaloavirus	10239	Viruses
2733109	Leucotheavirus	10239	Viruses
2733110	Libanvirus	10239	Viruses
2733111	Llyrvirus	10239	Viruses
2733113	Mazuvirus	10239	Viruses
2733125	Pontusvirus	10239	Viruses
2733137	Thetisvirus	10239	Viruses
2733139	Vellamovirus	10239	Viruses
2843048	Siovirus	10239	Viruses
2843112	Veravirus	10239	Viruses
2948729	Greenvirus	10239	Viruses
2948752	Haifavirus	10239	Viruses
2948803	Lipsvirus	10239	Viruses
2948815	Maltschvirus	10239	Viruses
2948839	Nilusvirus	10239	Viruses
2948849	Ormenosvirus	10239	Viruses
2948898	Sedonavirus	10239	Viruses
3044674	Biavirus	10239	Viruses
3044727	Heliosvirus	10239	Viruses
3044754	Makaravirus	10239	Viruses
3044800	Rheavirus	10239	Viruses
3044820	Serangoonvirus	10239	Viruses
3044869	Zhoulongquanvirus	10239	Viruses
3424947	Spiovirus	10239	Viruses
3424981	Agnivirus	10239	Viruses
3425736	Actaeavirus	10239	Viruses
3425737	Aequorvirus	10239	Viruses
3425740	Dynamenevirus	10239	Viruses
3425760	Shangxiadianvirus	10239	Viruses
